;predicate;formula;frequency;closest_solution;solution_distance
346;this/inv5;(all ref0:(one User)|((ref0 & Influencer) in (ref0 . (User <: follows))));4;(all ref0:(one User)|((Influencer - ref0) in (ref0 . (User <: follows))));6
347;this/inv7;(all ref0:(one User),ref1:(one User),ref2:(one User)|(((ref0 != ref1) && (ref0 != ref2) && ((ref0 -> ref1) in (User <: follows)) && ((ref0 -> ref2) !in (User <: follows)) && (ref1 != ref2) && ((ref1 -> ref2) in (User <: follows))) => ((ref0 -> ref2) in (User <: suggested))));4;(all ref0:(one User),ref1:(one User)|((some ref2:(one User)|((ref0 != ref1) && (ref0 != ref2) && ((ref0 -> ref1) !in (User <: follows)) && ((ref0 -> ref2) in (User <: follows)) && ((ref2 -> ref1) in (User <: follows)))) <=> ((ref0 -> ref1) in (User <: suggested))));19
348;this/inv7;((all ref0:(one User),ref1:(one User),ref2:(one User)|(((ref0 in ((User <: follows) . ref1)) && (ref1 in ((User <: follows) . ref2))) => (ref0 in ((User <: suggested) . ref2)))) && (all ref3:(one User)|(ref3 !in ((User <: suggested) . ref3))) && (all ref4:(one User),ref5:(one User)|((ref4 in ((User <: follows) . ref5)) => (ref4 !in ((User <: suggested) . ref5)))));4;(all ref0:(one User),ref1:(one User)|(((ref0 != ref1) && (ref0 !in ((User <: follows) . ref1)) && (ref1 in ((ref0 . (User <: follows)) . (User <: follows)))) <=> (ref1 in (ref0 . (User <: suggested)))));40
349;this/inv3;((all ref0:(one Photo),ref1:(one User),ref2:(one User)|(((ref1 -> ref0) in (User <: sees)) => ((ref1 -> ref2) in (User <: follows)))) && (all ref3:(one Ad)|(some ((User <: sees) . ref3))));4;(all ref0:(one (Photo - Ad)),ref1:(one User)|(((ref1 -> ref0) in (User <: sees)) => (ref0 in ((ref1 . (User <: follows)) . (User <: posts)))));17
350;this/inv7;(all ref0:(one User),ref1:(one User)|((ref0 in ((User <: follows) . ref1)) => (((ref1 . (User <: follows)) - ref0) in ((User <: suggested) . ref0))));4;(((((User <: follows) . (User <: follows)) - (User <: follows)) - iden) = (User <: suggested));18
351;this/inv4;(all ref0:(one Ad)|(((ref0 . (User <: posts)) . (User <: posts)) in ref0));4;((((User <: posts) . Ad) . (User <: posts)) in Ad);5
352;this/inv4;(((User <: posts) & (User -> Ad)) = ((User <: posts) :> Ad));4;((((User <: posts) . Ad) . (User <: posts)) in Ad);8
353;this/inv1;(all ref0:(one Photo)|(one ((User . (User <: posts)) -> ref0)));4;(all ref0:(one Photo)|(one ((User <: posts) . ref0)));6
354;this/inv5;(all ref0:(one Influencer),ref1:(one univ)|((ref1 in User) => ((ref1 - ref0) in (ref0 . (User <: follows)))));4;(all ref0:(one User)|((Influencer - ref0) in (ref0 . (User <: follows))));9
355;this/inv1;((all ref0:(one Photo),ref1:(one User),ref2:(one User)|((ref0 in (ref1 . (User <: posts))) => (ref0 !in (ref2 . (User <: posts))))) && (all ref3:(one Ad),ref4:(one User)|(ref3 !in (ref4 . (User <: posts)))));4;((all ref0:(one Photo),ref1:(one User),ref2:(one User)|(((ref0 in (ref1 . (User <: posts))) && (ref0 in (ref2 . (User <: posts)))) => (ref1 = ref2))) && (all ref3:(one Photo)|(some ref4:(one User)|(ref3 in (ref4 . (User <: posts))))));18
356;this/inv1;(all ref0:(one Photo)|(one ref1:(one User)|(ref0 in ref1)));3;(all ref0:(one Photo)|(one ref1:(one User)|(ref0 in (ref1 . (User <: posts)))));6
357;this/inv5;(all ref0:(one Influencer),ref1:(one User)|(ref0 in ((ref1 - ref0) . (User <: follows))));3;(all ref0:(one Influencer),ref1:(one (User - ref0))|(ref0 in (ref1 . (User <: follows))));6
358;this/inv6;(all ref0:(one Day),ref1:(one Influencer)|(some (((ref1 . (User <: posts)) . (Photo <: date)) & Day)));3;(all ref0:(one Day),ref1:(one Influencer)|(some (ref0 & ((ref1 . (User <: posts)) . (Photo <: date)))));6
359;this/inv7;(all ref0:(one User)|((ref0 . (User <: suggested)) in (((ref0 . (^ (User <: follows))) . (User <: follows)) - (ref0 . (User <: follows)))));3;(all ref0:(one User)|(((((ref0 . (User <: follows)) . (User <: follows)) - ref0) - (ref0 . (User <: follows))) = (ref0 . (User <: suggested))));13
360;this/inv7;(all ref0:(one User),ref1:(one (User - ref0))|((ref1 in (ref0 . (User <: suggested))) => ((ref1 !in (ref0 . (User <: follows))) && (ref1 in ((ref0 . (User <: follows)) . (User <: follows))))));3;(all ref0:(one User)|((ref0 . (User <: suggested)) = {ref1:(one ((ref0 . (User <: follows)) . (User <: follows)))|((ref0 != ref1) && (ref1 !in (ref0 . (User <: follows))))}));18
361;this/inv7;(all ref0:(one User)|((ref0 !in (ref0 . (User <: suggested))) && ((ref0 . (User <: suggested)) in (((ref0 . (User <: follows)) . (User <: follows)) - (ref0 . (User <: follows))))));3;(all ref0:(one User),ref1:(one User)|((ref0 in ((User <: suggested) . ref1)) <=> (ref1 in ((((ref0 . (User <: follows)) . (User <: follows)) - (ref0 . (User <: follows))) - ref0))));15
362;this/inv5;(all ref0:(one (User - Influencer))|(ref0 in ((User <: follows) . Influencer)));3;(all ref0:(one User),ref1:(one (Influencer - ref0))|(ref0 in ((User <: follows) . ref1)));5
363;this/inv4;(all ref0:(one Ad),ref1:(one (Photo - Ad)),ref2:(one User)|(((ref2 -> ref0) in (User <: posts)) && ((ref2 -> ref1) in (User <: posts))));3;(! (some ref0:(one Ad),ref1:(one (Photo - Ad)),ref2:(one User)|(((ref2 -> ref0) in (User <: posts)) && ((ref2 -> ref1) in (User <: posts)))));7
364;this/inv7;(all ref0:(one User),ref1:(one (User - ref0)),ref2:(one (User - (ref0 + ref1)))|(((ref0 -> ref2) in (User <: suggested)) => (((ref0 -> ref1) in (User <: follows)) && ((ref0 -> ref2) !in (User <: follows)) && ((ref1 -> ref2) in (User <: follows)))));3;(all ref0:(one User),ref1:(one User)|(((some ref2:(one User)|(((ref0 -> ref2) in (User <: follows)) && ((ref2 -> ref1) in (User <: follows)))) && (ref0 != ref1) && ((ref0 -> ref1) !in (User <: follows))) <=> ((ref0 -> ref1) in (User <: suggested))));24
365;this/inv8;(all ref0:(one Ad),ref1:(one User),ref2:(one User)|(((((ref1 -> ref0) in (User <: sees)) && ((ref2 -> ref0) in (User <: posts))) => ((ref1 -> ref2) in (User <: follows))) || ((ref2 -> ref1) in (User <: suggested))));3;(all ref0:(one Ad),ref1:(one User),ref2:(one User)|(((((ref1 -> ref0) in (User <: sees)) && ((ref2 -> ref0) in (User <: posts))) => ((ref1 -> ref2) in (User <: follows))) || ((ref1 -> ref2) in (User <: suggested))));8
366;this/inv3;(all ref0:(one Photo),ref1:(one User),ref2:(one User)|(((ref0 !in Ad) && (ref0 in (ref1 . (User <: sees)))) => ((ref0 in (ref2 . (User <: posts))) && (ref2 in (ref1 . (User <: follows))))));3;(all ref0:(one Photo),ref1:(one User)|(((ref0 !in Ad) && (ref0 in (ref1 . (User <: sees)))) => (some ref2:(one User)|((ref0 in (ref2 . (User <: posts))) && (ref2 in (ref1 . (User <: follows)))))));6
367;this/inv1;(all ref0:(one User)|(lone ((User <: posts) . ref0)));3;(all ref0:(one Photo)|(one ((User <: posts) . ref0)));4
368;this/inv4;(all ref0:(one Ad),ref1:(one User)|((ref0 in (ref1 . (User <: posts))) => (ref0 in Ad)));3;(all ref0:(one Ad),ref1:(one User)|((ref0 in (ref1 . (User <: posts))) => (all ref2:(one (ref1 . (User <: posts)))|(ref2 in Ad))));7
369;this/inv7;(all ref0:(one User),ref1:(one User)|(some ref2:(one User)|(((! ((ref0 -> ref1) in (User <: follows))) && (ref0 != ref2) && ((ref0 -> ref2) in (User <: follows)) && (ref1 != ref2) && ((ref2 -> ref1) in (User <: follows))) <=> ((ref0 -> ref1) in (User <: suggested)))));3;(all ref0:(one User),ref1:(one User)|((some ref2:(one User)|((! ((ref0 -> ref1) in (User <: follows))) && (ref0 != ref1) && ((ref0 -> ref2) in (User <: follows)) && ((ref2 -> ref1) in (User <: follows)))) <=> ((ref0 -> ref1) in (User <: suggested))));11
370;this/inv7;(all ref0:(one User),ref1:(one User)|(some ref2:(one User)|(((! ((ref0 -> ref1) in (User <: follows))) && (ref0 != ref1) && (ref0 != ref2) && ((ref0 -> ref2) in (User <: follows)) && (ref1 != ref2) && ((ref2 -> ref1) in (User <: follows))) <=> ((ref0 -> ref1) in (User <: suggested)))));3;(all ref0:(one User),ref1:(one User)|((some ref2:(one User)|((! ((ref0 -> ref1) in (User <: follows))) && (ref0 != ref1) && ((ref0 -> ref2) in (User <: follows)) && ((ref2 -> ref1) in (User <: follows)))) <=> ((ref0 -> ref1) in (User <: suggested))));12
371;this/inv7;(all ref0:(one User),ref1:(one User)|((((ref0 . (User <: follows)) . (User <: follows)) - (ref0 . (User <: follows))) = (ref0 . (User <: suggested))));3;(all ref0:(one User)|(((((ref0 . (User <: follows)) . (User <: follows)) - ref0) - (ref0 . (User <: follows))) = (ref0 . (User <: suggested))));5
372;this/inv5;((all ref0:(one Influencer),ref1:(one User)|((ref1 -> ref0) in (User <: follows))) && (all ref2:(one Influencer),ref3:(one Influencer)|((ref2 != ref3) && ((ref2 -> ref3) in (User <: follows)))));3;(all ref0:(one Influencer),ref1:(one (User - ref0))|((ref1 -> ref0) in (User <: follows)));16
373;this/inv3;(all ref0:(one User),ref1:(one (ref0 . (User <: sees)))|(((ref1 !in Ad) && ((ref1 . (User <: posts)) in (ref0 . (User <: follows)))) || (ref1 in Ad)));3;(all ref0:(one User),ref1:(one (ref0 . (User <: sees)))|(((ref1 !in Ad) && (ref1 in ((ref0 . (User <: follows)) . (User <: posts)))) || (ref1 in Ad)));8
374;this/inv7;(all ref0:(one User),ref1:(one User)|(((some ref2:(one User)|(((ref1 -> ref2) in (User <: follows)) && ((ref2 -> ref0) in (User <: follows)))) && (ref0 != ref1) && ((ref1 -> ref0) !in (User <: follows))) => ((ref1 -> ref0) in (User <: suggested))));3;(all ref0:(one User),ref1:(one User)|(((some ref2:(one User)|(((ref0 -> ref2) in (User <: follows)) && ((ref2 -> ref1) in (User <: follows)))) && (ref0 != ref1) && ((ref0 -> ref1) !in (User <: follows))) <=> ((ref0 -> ref1) in (User <: suggested))));16
375;this/inv5;(all ref0:(one User)|((ref0 in Influencer) => (ref0 in (User . (User <: follows)))));3;(all ref0:(one User)|((ref0 in Influencer) => (all ref1:(one (User - ref0))|(ref0 in (ref1 . (User <: follows))))));5
376;this/inv6;(all ref0:(one Influencer)|(some ref1:(one Photo)|(((ref0 -> ref1) in (User <: posts)) => (all ref2:(one Day)|((ref1 -> ref2) in (Photo <: date))))));3;(all ref0:(one Day),ref1:(one Influencer)|(some ref2:(one Photo)|(((ref1 -> ref2) in (User <: posts)) && ((ref2 -> ref0) in (Photo <: date)))));12
377;this/inv7;(all ref0:(one User),ref1:(one User)|(some ref2:(one User)|(((ref0 != ref1) && (ref0 != ref2) && ((ref0 -> ref1) !in (User <: follows)) && ((ref0 -> ref2) in (User <: follows)) && (ref1 != ref2) && ((ref2 -> ref1) in (User <: follows))) => ((ref0 -> ref1) in (User <: suggested)))));3;(all ref0:(one User),ref1:(one User)|((some ref2:(one User)|((ref0 != ref1) && (ref0 != ref2) && ((ref0 -> ref1) !in (User <: follows)) && ((ref0 -> ref2) in (User <: follows)) && ((ref2 -> ref1) in (User <: follows)))) <=> ((ref0 -> ref1) in (User <: suggested))));11
378;this/inv5;(all ref0:(one Influencer),ref1:(one (User - Influencer))|(some (ref0 & (ref1 . (User <: follows)))));3;(all ref0:(one Influencer),ref1:(one (User - ref0))|(some (ref0 & (ref1 . (User <: follows)))));4
379;this/inv7;(all ref0:(one User),ref1:(one User),ref2:(one User)|(((ref0 != ref2) && ((ref0 -> ref1) in (User <: follows)) && ((ref0 -> ref2) !in (User <: follows)) && ((ref1 -> ref2) in (User <: follows))) <=> ((ref0 -> ref2) in (User <: suggested))));3;(all ref0:(one User),ref1:(one User)|((some ref2:(one User)|((ref0 != ref1) && ((ref0 -> ref1) !in (User <: follows)) && ((ref0 -> ref2) in (User <: follows)) && ((ref2 -> ref1) in (User <: follows)))) <=> ((ref0 -> ref1) in (User <: suggested))));16
380;this/inv7;(all ref0:(one User),ref1:(one User)|((some ref2:(one User)|((! ((ref0 -> ref1) in (User <: follows))) && ((ref0 -> ref2) in (User <: follows)) && ((ref2 -> ref1) in (User <: follows)))) <=> ((ref0 -> ref1) in (User <: suggested))));3;(all ref0:(one User),ref1:(one User)|((some ref2:(one User)|((! ((ref0 -> ref1) in (User <: follows))) && (ref0 != ref1) && ((ref0 -> ref2) in (User <: follows)) && ((ref2 -> ref1) in (User <: follows)))) <=> ((ref0 -> ref1) in (User <: suggested))));9
381;this/inv7;(all ref0:(one User),ref1:(one User)|(((ref0 -> ref1) in (User <: suggested)) => ((some ref2:(one User)|(((ref0 -> ref2) in (User <: follows)) && ((ref2 -> ref1) in (User <: follows)))) && ((ref0 -> ref1) !in (User <: follows)))));3;(all ref0:(one User),ref1:(one User)|(((! ((ref0 -> ref1) in (User <: follows))) && (some ref2:(one User)|(((ref0 -> ref2) in (User <: follows)) && ((ref2 -> ref1) in (User <: follows)))) && (ref0 != ref1)) <=> ((ref0 -> ref1) in (User <: suggested))));20
382;this/inv3;(all ref0:(one Photo),ref1:(one User),ref2:(one User)|(((ref0 in (ref1 . (User <: sees))) => ((ref0 in (ref2 . (User <: posts))) && (ref2 in (ref1 . (User <: follows))))) || (ref0 in Ad)));3;(all ref0:(one Photo),ref1:(one User)|(((ref0 in (ref1 . (User <: sees))) => (some ref2:(one User)|((ref0 in (ref2 . (User <: posts))) && (ref2 in (ref1 . (User <: follows)))))) || (ref0 in Ad)));6
383;this/inv4;(all ref0:(one Ad),ref1:(one User)|(ref0 = (ref1 . (User <: posts))));3;(all ref0:(one Ad),ref1:(one ((User <: posts) . ref0))|((ref1 . (User <: posts)) in Ad));8
384;this/inv3;((all ref0:(one User)|((ref0 . (User <: posts)) !in (ref0 . (User <: sees)))) && (all ref1:(one User)|(Ad in (ref1 . (User <: sees)))));3;(all ref0:(one User)|(! (some ref1:(one (Photo - Ad))|((((User <: posts) . ref1) !in (ref0 . (User <: follows))) && ((ref0 -> ref1) in (User <: sees))))));13
385;this/inv7;(all ref0:(one User)|((ref0 !in (ref0 . (User <: suggested))) && ((ref0 . (User <: follows)) !in (ref0 . (User <: suggested))) && (((ref0 . (User <: follows)) . (User <: follows)) in (ref0 . (User <: suggested)))));3;(all ref0:(one User),ref1:(one User)|(((ref0 !in ref1) && (ref1 !in (ref0 . (User <: follows))) && (ref1 in ((ref0 . (User <: follows)) . (User <: follows)))) <=> (ref1 in (ref0 . (User <: suggested)))));19
386;this/inv4;(all ref0:(one User)|(one ref1:(one Ad)|((ref1 in (ref0 . (User <: posts))) => (all ref2:(one Photo)|((ref2 in (ref0 . (User <: posts))) && (ref2 in Ad))))));3;(all ref0:(one User)|((some ref1:(one Ad)|(ref1 in (ref0 . (User <: posts)))) => (all ref2:(one Photo)|((ref2 in (ref0 . (User <: posts))) => (ref2 in Ad)))));8
387;this/inv7;((all ref0:(one User),ref1:(one User)|((! disj[ref0,ref1]) || (((ref0 !in (ref1 . (User <: follows))) && (ref0 !in Influencer) && (ref0 in ((ref1 . (User <: follows)) . (User <: follows)))) => (ref0 in (ref1 . (User <: suggested)))))) && (all ref2:(one User)|(ref2 !in (ref2 . (User <: suggested)))) && (all ref3:(one Influencer)|(none in (ref3 . (User <: suggested)))));3;(all ref0:(one User),ref1:(one User)|(((ref0 != ref1) && (ref0 !in (ref1 . (User <: follows))) && (ref0 in ((ref1 . (User <: follows)) . (User <: follows)))) <=> (ref0 in (ref1 . (User <: suggested)))));28
388;this/inv3;(all ref0:(one User)|(! ((Ad . (User <: sees)) in ((ref0 . (User <: follows)) . (User <: posts)))));3;(all ref0:(one User)|(((ref0 . (User <: sees)) - Ad) in ((ref0 . (User <: follows)) . (User <: posts))));7
389;this/inv5;(all ref0:(one Influencer),ref1:(one User)|(((ref0 -> ref0) !in (User <: follows)) && ((ref1 -> ref0) in (User <: follows))));3;(all ref0:(one Influencer),ref1:(one User)|((ref1 !in ref0) => ((ref1 -> ref0) in (User <: follows))));10
390;this/inv4;(all ref0:(one Ad),ref1:(one User)|((ref0 in (ref1 . (User <: posts))) => (ref0 in (ref1 . (User <: posts)))));3;(all ref0:(one Ad),ref1:(one User)|((ref0 in (ref1 . (User <: posts))) => ((ref1 . (User <: posts)) in Ad)));6
391;this/inv3;(all ref0:(one User)|(Ad in ((ref0 . (User <: follows)) . (User <: posts))));3;(all ref0:(one User),ref1:(one ((ref0 . (User <: sees)) - Ad))|(ref1 in ((ref0 . (User <: follows)) . (User <: posts))));5
392;this/inv7;(all ref0:(one User),ref1:(one (ref0 . (User <: follows)))|(ref0 in ((ref1 . (User <: follows)) + (ref1 . (User <: suggested)))));3;(((((User <: follows) . (User <: follows)) - (User <: follows)) - iden) = (User <: suggested));14
393;this/inv5;(all ref0:(one Influencer),ref1:(one (User - Influencer))|(ref0 in ((User <: follows) . ref1)));3;(all ref0:(one User),ref1:(one (Influencer - ref0))|(ref0 in ((User <: follows) . ref1)));4
394;this/inv6;(all ref0:(one Day),ref1:(one Influencer)|((ref1 -> ref0) in (User <: posts)));3;((Influencer -> Day) in ((User <: posts) . (Photo <: date)));8
395;this/inv4;(all ref0:(one User)|(one ref1:(one Ad)|(((ref0 -> ref1) in (User <: posts)) => ((ref0 . (User <: posts)) in Ad))));3;(all ref0:(one User)|((some ref1:(one Ad)|((ref0 -> ref1) in (User <: posts))) => ((ref0 . (User <: posts)) in Ad)));4
396;this/inv5;(all ref0:(one Influencer)|(no (ref0 . (User <: follows))));3;(all ref0:(one User),ref1:(one (Influencer - ref0))|(ref1 in (ref0 . (User <: follows))));6
397;this/inv1;(all ref0:(one univ)|((ref0 in Photo) => (some ref1:(one univ)|((ref1 -> ref0) in (User <: posts)))));3;(all ref0:(one univ)|((ref0 in Photo) => (one ref1:(one univ)|((ref1 -> ref0) in (User <: posts)))));4
398;this/inv4;(all ref0:(one Ad),ref1:(one User)|((ref0 in (ref1 . (User <: posts))) => (Ad in (ref1 . (User <: posts)))));3;(all ref0:(one Ad),ref1:(one User)|((ref0 in (ref1 . (User <: posts))) => ((ref1 . (User <: posts)) in Ad)));6
399;this/inv7;(all ref0:(one User),ref1:(one User),ref2:(one User)|((ref1 in (ref0 . (User <: suggested))) => ((ref1 in (ref2 . (User <: follows))) && (ref2 in (ref0 . (User <: follows))))));3;(all ref0:(one User)|((ref0 . (User <: suggested)) = {ref1:(one ((ref0 . (User <: follows)) . (User <: follows)))|((ref0 != ref1) && (ref1 !in (ref0 . (User <: follows))))}));19
400;this/inv3;(all ref0:(one Photo),ref1:(one User)|((ref0 in ((ref1 . (User <: follows)) . (User <: posts))) || (ref0 in Ad)));3;(all ref0:(one Photo),ref1:(one User)|((ref0 !in (ref1 . (User <: sees))) || (ref0 in ((ref1 . (User <: follows)) . (User <: posts))) || (ref0 in Ad)));9
401;this/inv3;(all ref0:(one Photo),ref1:(one User),ref2:(one User)|((ref0 in (ref1 . (User <: sees))) => (((ref0 !in Ad) && (ref0 in (ref2 . (User <: posts))) && (ref2 in (ref1 . (User <: follows)))) || (ref0 in Ad))));3;(all ref0:(one Photo),ref1:(one User)|((ref0 in (ref1 . (User <: sees))) => (some ref2:(one User)|(((ref0 in (ref2 . (User <: posts))) && (ref2 in (ref1 . (User <: follows)))) || (ref0 in Ad)))));9
402;this/inv3;((all ref0:(one User)|(some ref1:(one (Photo - Ad)),ref2:(one User)|(((ref1 in (ref0 . (User <: sees))) && (ref1 in (ref2 . (User <: posts)))) => (ref2 in (ref0 . (User <: follows)))))) && (all ref3:(one Ad)|(some ref4:(one User)|(all ref5:(one (User - ref4))|((ref3 in (ref4 . (User <: posts))) && (ref3 in (ref5 . (User <: sees))))))));3;(all ref0:(one (Photo - Ad)),ref1:(one User)|((ref1 in ((User <: sees) . ref0)) => (some ref2:(one User)|((ref1 in ((User <: follows) . ref2)) && (ref2 in ((User <: posts) . ref0))))));29
403;this/inv5;(all ref0:(one univ),ref1:(one univ)|(((ref0 in Influencer) && (ref1 in User)) => ((ref1 -> ref0) in (User <: follows))));3;(all ref0:(one univ),ref1:(one univ)|(((ref0 != ref1) && (ref0 in Influencer) && (ref1 in User)) => ((ref1 -> ref0) in (User <: follows))));7
404;this/inv5;(all ref0:(one Influencer)|(((User <: follows) . ref0) in (User - ref0)));3;(all ref0:(one Influencer)|(((User <: follows) . ref0) = (User - ref0)));4
405;this/inv8;(all ref0:(one Ad),ref1:(one User)|((ref0 in (ref1 . (User <: sees))) => (all ref2:(one User)|(((ref2 in (ref1 . (User <: follows))) || (ref2 in (ref1 . (User <: suggested)))) && (ref0 in (ref2 . (User <: posts)))))));3;(all ref0:(one Ad),ref1:(one User)|((ref0 in (ref1 . (User <: sees))) => (one ref2:(one User)|(((ref2 in (ref1 . (User <: follows))) || (ref2 in (ref1 . (User <: suggested)))) && (ref0 in (ref2 . (User <: posts)))))));6
406;this/inv3;(all ref0:(one User),ref1:(one (ref0 . (User <: sees)))|(ref1 in ((ref0 . (User <: follows)) . (User <: posts))));3;(all ref0:(one User),ref1:(one ((ref0 . (User <: sees)) - Ad))|(ref1 in ((ref0 . (User <: follows)) . (User <: posts))));4
407;this/inv3;((all ref0:(one User)|(some ref1:(one (Photo - Ad)),ref2:(one User)|(((ref1 in (ref0 . (User <: sees))) && (ref1 in (ref2 . (User <: posts)))) => (ref2 in (ref0 . (User <: follows)))))) && (all ref3:(one Ad),ref4:(one User)|((ref3 in (ref4 . (User <: posts))) => (ref3 !in (ref4 . (User <: sees))))));3;(all ref0:(one (Photo - Ad)),ref1:(one User)|((ref1 in ((User <: sees) . ref0)) => (some ref2:(one User)|((ref1 in ((User <: follows) . ref2)) && (ref2 in ((User <: posts) . ref0))))));28
408;this/inv2;(all ref0:(one User)|(lone ((User <: follows) . ref0)));3;(all ref0:(one User)|(ref0 !in ((User <: follows) . ref0)));5
409;this/inv3;(all ref0:(one User)|(((ref0 . (User <: follows)) . (User <: posts)) in (Photo - Ad)));3;(all ref0:(one User),ref1:(one ((ref0 . (User <: sees)) - Ad))|(ref1 in ((ref0 . (User <: follows)) . (User <: posts))));7
410;this/inv3;(all ref0:(one Photo),ref1:(one User),ref2:(one User)|(((ref0 in (ref1 . (User <: posts))) && (ref0 in (ref2 . (User <: sees)))) => (ref1 in (ref2 . (User <: follows)))));3;(all ref0:(one (Photo - Ad)),ref1:(one User),ref2:(one User)|(((ref0 in (ref1 . (User <: posts))) && (ref0 in (ref2 . (User <: sees)))) => (ref1 in (ref2 . (User <: follows)))));6
411;this/inv2;(all ref0:(one User)|(((User <: follows) . ref0) !in (ref0 . (User <: follows))));3;(all ref0:(one User)|(ref0 !in (ref0 . (User <: follows))));4
412;this/inv4;(all ref0:(one Ad),ref1:(one User)|(((ref1 -> ref0) in (User <: posts)) => (all ref2:(one Photo)|(((ref1 -> ref2) in (User <: posts)) && (ref2 in Ad)))));3;(all ref0:(one Ad),ref1:(one User)|(((ref1 -> ref0) in (User <: posts)) => (all ref2:(one Photo)|(((ref1 -> ref2) in (User <: posts)) => (ref2 in Ad)))));8
413;this/inv3;((all ref0:(one Photo),ref1:(one User),ref2:(one User)|((ref0 in (ref1 . (User <: sees))) => ((ref0 in (ref2 . (User <: posts))) && (ref2 in (ref1 . (User <: follows)))))) && (all ref3:(one Ad),ref4:(one User)|(ref3 in (ref4 . (User <: sees)))));3;(all ref0:(one (Photo - Ad)),ref1:(one User)|(some ref2:(one User)|((ref0 in (ref1 . (User <: sees))) => ((ref0 in (ref2 . (User <: posts))) && (ref2 in (ref1 . (User <: follows)))))));14
414;this/inv7;(all ref0:(one User),ref1:(one (ref0 . (User <: follows))),ref2:(one (ref1 . (User <: follows)))|(((ref0 != ref2) && (ref2 !in (ref0 . (User <: follows)))) <=> (ref2 in (ref0 . (User <: suggested)))));3;(all ref0:(one User),ref1:(one User)|(((some ref2:(one (ref0 . (User <: follows)))|(ref1 in (ref2 . (User <: follows)))) && (ref1 !in (ref0 + (ref0 . (User <: follows))))) <=> (ref1 in (ref0 . (User <: suggested)))));18
415;this/inv3;((all ref0:(one Photo),ref1:(one User),ref2:(one User)|(((ref0 != Ad) && (ref0 in (ref1 . (User <: sees)))) => ((ref0 in (ref2 . (User <: posts))) && (ref2 in (ref1 . (User <: follows)))))) && (all ref3:(one Ad),ref4:(one User)|(ref3 in (ref4 . (* (User <: sees))))));3;(all ref0:(one Photo),ref1:(one User)|(((ref0 !in Ad) && (ref0 in (ref1 . (User <: sees)))) => (some ref2:(one User)|((ref0 in (ref2 . (User <: posts))) && (ref2 in (ref1 . (User <: follows)))))));17
416;this/inv4;(all ref0:(one User)|(some ref1:(one Photo)|((((ref0 -> ref1) in (User <: posts)) && (ref1 in Ad)) => (all ref2:(one Photo)|(((ref1 -> ref2) in (User <: posts)) => (ref2 in Ad))))));3;(all ref0:(one User)|((some ref1:(one Photo)|(((ref0 -> ref1) in (User <: posts)) && (ref1 in Ad))) => (all ref2:(one Photo)|(((ref0 -> ref2) in (User <: posts)) => (ref2 in Ad)))));8
417;this/inv3;((all ref0:(one Photo),ref1:(one User),ref2:(one User)|(((ref0 != Ad) && (ref0 in (ref1 . (* (User <: sees))))) => ((ref0 in (ref2 . (User <: posts))) && (ref2 in (ref1 . (User <: follows)))))) && (all ref3:(one Ad),ref4:(one User)|(ref3 in (ref4 . (* (User <: sees))))));3;(all ref0:(one Photo),ref1:(one User)|(((ref0 !in Ad) && (ref0 in (ref1 . (User <: sees)))) => (some ref2:(one User)|((ref0 in (ref2 . (User <: posts))) && (ref2 in (ref1 . (User <: follows)))))));18
418;this/inv7;((all ref0:(one User),ref1:(one (ref0 . (User <: follows))),ref2:(one (ref1 . (User <: follows)))|(((ref0 != ref2) && (ref2 !in (ref0 . (User <: follows)))) <=> (ref2 in (ref0 . (User <: suggested))))) && (no ((User <: suggested) & iden)));3;(all ref0:(one User),ref1:(one User)|(((some ref2:(one (ref0 . (User <: follows)))|(ref1 in (ref2 . (User <: follows)))) && (ref1 !in (ref0 + (ref0 . (User <: follows))))) <=> (ref1 in (ref0 . (User <: suggested)))));23
419;this/inv3;(all ref0:(one User)|(ref0 in ((ref0 . (User <: follows)) . (User <: posts))));3;(all ref0:(one User),ref1:(one ((ref0 . (User <: sees)) - Ad))|(ref1 in ((ref0 . (User <: follows)) . (User <: posts))));5
420;this/inv2;(all ref0:(one User)|(! (ref0 = (ref0 . (User <: follows)))));3;(all ref0:(one User)|(! (ref0 in (ref0 . (User <: follows)))));4
421;this/inv5;(all ref0:(one User),ref1:(one User)|(((ref0 -> ref1) in (User <: follows)) => (ref1 in Influencer)));3;(all ref0:(one Influencer),ref1:(one (User - ref0))|(ref0 in (ref1 . (User <: follows))));10
422;this/inv5;(all ref0:(one (User - Influencer))|((ref0 . (User <: follows)) in Influencer));3;(all ref0:(one User),ref1:(one (Influencer - ref0))|(ref1 in (ref0 . (User <: follows))));5
423;this/inv5;(all ref0:(one Influencer)|(ref0 in ((User - Influencer) . (User <: follows))));3;(((User -> Influencer) - iden) in (User <: follows));5
