;predicate;formula;frequency;closest_solution;solution_distance
85;this/Inv2;(all ref0:(one User),ref1:(one ((ref0 . (User <: profile)) + (ref0 . (User <: visible))))|(ref1 in (ref0 + Institution)));2;(all ref0:(one User),ref1:(one (ref0 . (User <: profile)))|((ref1 . (Work <: source)) in (ref0 + Institution)));6
86;this/Inv3;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|(((ref1 in (ref0 . (User <: profile))) && (ref2 in (ref0 . (User <: profile)))) => (((ref1 . (Work <: ids)) !in (ref2 . (Work <: ids))) && ((ref2 . (Work <: ids)) !in (ref1 . (Work <: ids))))));2;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|(((ref1 != ref2) && ((ref1 + ref2) in (ref0 . (User <: profile))) && ((ref1 . (Work <: source)) = (ref2 . (Work <: source)))) => (no ((ref1 . (Work <: ids)) & (ref2 . (Work <: ids))))));30
87;this/Inv4;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || ((no ((ref1 . (Work <: ids)) & (ref2 . (Work <: ids)))) && (one (ref1 . (Work <: ids))) && (one (ref2 . (Work <: ids))))));2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));24
88;this/Inv2;(all ref0:(one User)|((some ((ref0 <: (User <: profile)) . Work)) => (some (((Work <: source) . ref0) & ((Work <: source) . Institution)))));2;(all ref0:(one User)|((ref0 . (User <: profile)) in (((Work <: source) . ref0) + ((Work <: source) . Institution))));10
89;this/Inv3;(all ref0:(one Source),ref1:(one Source)|((ref0 = ref1) => (((ref0 . (User <: profile)) . (Work <: ids)) !in ((ref1 . (User <: profile)) . (Work <: ids)))));2;(all ref0:(one Source),ref1:(one User)|(((((Work <: source) . ref0) & (ref1 . (User <: profile))) <: (Work <: ids)) in (Work lone-> Id)));20
90;this/Inv3;(all ref0:(one (User . (User <: profile)))|(lone (ref0 . (Work <: ids))));2;(all ref0:(one Id),ref1:(one Source),ref2:(one User)|(lone (((Work <: ids) . ref0) & (((Work <: source) . ref1) & (ref2 . (User <: profile))))));14
91;this/Inv2;(all ref0:(one User)|((some ((ref0 <: (User <: profile)) . Work)) => (some ((ref0 . (Work <: source)) & (Institution . (Work <: source))))));2;(all ref0:(one User)|((ref0 . (User <: profile)) in (((Work <: source) . ref0) + ((Work <: source) . Institution))));14
92;this/Inv4;(all ref0:(one Work),ref1:(one Work)|((! disj[ref0,ref1]) || (((ref0 in (User . (User <: visible))) && (some ((ref0 . (Work <: ids)) & (ref1 . (Work <: ids))))) => (ref1 !in (User . (User <: visible))))));2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));30
93;this/Inv4;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (((ref1 . (Work <: ids)) = (ref2 . (Work <: ids))) => (no ((ref0 . (User <: profile)) & (ref1 + ref2))))));2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));23
94;this/Inv2;(all ref0:(one Work)|((ref0 in (User . (User <: profile))) => ((ref0 . (Work <: source)) = User)));2;((User <: (((User <: profile) . (Work <: source)) :> User)) in iden);13
95;this/Inv4;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|((((ref1 + ref2) in (ref0 . (User <: profile))) && (some ((ref1 . (Work <: ids)) & (ref2 . (Work <: ids))))) => (! ((ref1 + ref2) in (ref0 . (User <: visible))))));2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));33
96;this/Inv3;(all ref0:(one Source),ref1:(one User)|(no (((Work <: source) . ref0) & (ref1 . (User <: profile)))));2;(all ref0:(one Source),ref1:(one User)|(((((Work <: source) . ref0) & (ref1 . (User <: profile))) <: (Work <: ids)) in (Work lone-> Id)));11
97;this/Inv4;(all ref0:(one User)|(((~ ((ref0 . (User <: visible)) <: (Work <: ids))) . ((ref0 . (User <: visible)) <: (Work <: ids))) in iden));2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));26
98;this/Inv3;(all ref0:(one Work),ref1:(one Work)|((some ((ref0 . (Work <: ids)) & (ref1 . (Work <: ids)))) => (ref0 = ref1)));2;(all ref0:(one Id),ref1:(one Source),ref2:(one User)|(lone (((Work <: ids) . ref0) & (((Work <: source) . ref1) & (ref2 . (User <: profile))))));19
99;this/Inv4;(all ref0:(one User)|((^ (((ref0 . (User <: visible)) <: (Work <: ids)) . (~ ((ref0 . (User <: visible)) <: (Work <: ids))))) in iden));2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));23
100;this/Inv4;(all ref0:(one User),ref1:(one (ref0 . (User <: profile))),ref2:(one (ref0 . (User <: profile)))|((! disj[ref1,ref2]) || (no ((ref1 . (Work <: ids)) & (ref2 . (Work <: ids))))));2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));15
101;this/Inv3;(all ref0:(one Id),ref1:(one User),ref2:(one Work),ref3:(one Work)|((((ref2 . (Work <: source)) = (ref3 . (Work <: source))) && (ref2 in (ref1 . (User <: profile))) && (ref3 in (ref1 . (User <: profile)))) => ((ref2 . (Work <: ids)) != (ref3 . (Work <: ids)))));2;(all ref0:(one Source),ref1:(one User),ref2:(one (((Work <: source) . ref0) & (ref1 . (User <: profile)))),ref3:(one (((Work <: source) . ref0) & (ref1 . (User <: profile))))|((! disj[ref2,ref3]) || (no ((ref2 . (Work <: ids)) & (ref3 . (Work <: ids))))));31
102;this/Inv3;((((User . (User <: profile)) . (Work <: source)) in Institution) => (lone ((User . (User <: profile)) . (Work <: ids))));2;(all ref0:(one Source),ref1:(one User)|(((((Work <: source) . ref0) & (ref1 . (User <: profile))) <: (Work <: ids)) in (Work lone-> Id)));19
103;this/Inv3;(lone ((Work <: ids) . Id));2;(all ref0:(one Id),ref1:(one Source),ref2:(one User)|(lone (((Work <: ids) . ref0) & (((Work <: source) . ref1) & (ref2 . (User <: profile))))));13
104;this/Inv3;(all ref0:(one Work),ref1:(one Work)|(no ((ref0 . (Work <: ids)) & (ref1 . (Work <: ids)))));2;(all ref0:(one Id),ref1:(one Source),ref2:(one User)|(lone (((Work <: ids) . ref0) & (((Work <: source) . ref1) & (ref2 . (User <: profile))))));15
105;this/Inv4;(all ref0:(one User),ref1:(one Work)|((ref1 in (ref0 . (User <: visible))) => (lone (ref1 . (Work <: ids)))));2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));23
106;this/Inv4;(all ref0:(one (User . (User <: visible))),ref1:(one (User . (User <: visible)))|((! disj[ref0,ref1]) || (no ((ref0 . (Work <: ids)) & (ref1 . (Work <: ids))))));2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));20
107;this/Inv3;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|((((ref1 . (Work <: ids)) = (ref2 . (Work <: ids))) && (ref1 in (ref0 . (User <: profile))) && (ref2 in (ref0 . (User <: profile)))) => (ref1 = ref2)));2;(all ref0:(one Id),ref1:(one Source),ref2:(one User)|(lone (((Work <: ids) . ref0) & (((Work <: source) . ref1) & (ref2 . (User <: profile))))));30
108;this/Inv4;(all ref0:(one User),ref1:(one (ref0 . (User <: profile)))|(lone ((ref0 . (User <: visible)) & ref1)));2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));23
109;this/Inv3;(one ((Work <: ids) . ((~ (Work <: source)) . (Work <: ids))));2;(all ref0:(one Id),ref1:(one Source),ref2:(one User)|(lone (((Work <: ids) . ref0) & (((Work <: source) . ref1) & (ref2 . (User <: profile))))));16
110;this/Inv4;(((~ (((User <: visible) :> (User . (User <: profile))) . (Work <: ids))) . (((User <: visible) :> (User . (User <: profile))) . (Work <: ids))) in iden);2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));29
111;this/Inv3;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|((((ref1 . (Work <: ids)) = (ref2 . (Work <: ids))) && ((ref1 . (Work <: source)) = (ref2 . (Work <: source))) && (ref1 in (ref0 . (User <: profile))) && (ref2 in (ref0 . (User <: profile)))) => (ref1 = ref2)));2;(all ref0:(one User),ref1:(one (ref0 . (User <: profile))),ref2:(one (ref0 . (User <: profile)))|((! disj[ref1,ref2]) || (((ref1 . (Work <: source)) = (ref2 . (Work <: source))) => (no ((ref1 . (Work <: ids)) & (ref2 . (Work <: ids)))))));34
112;this/Inv4;(((~ (Work <: ids)) . (Work <: ids)) in iden);2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));17
113;this/Inv3;(all ref0:(one (User . (User <: profile)))|(one (ref0 . (Work <: ids))));2;(all ref0:(one Id),ref1:(one Source),ref2:(one User)|(lone (((Work <: ids) . ref0) & (((Work <: source) . ref1) & (ref2 . (User <: profile))))));16
114;this/Inv3;(all ref0:(one User),ref1:(one (ref0 . (User <: profile))),ref2:(one (ref0 . (User <: profile))),ref3:(one (ref1 . (Work <: ids)))|(ref3 !in (ref2 . (Work <: ids))));2;(all ref0:(one Source),ref1:(one User),ref2:(one (((Work <: source) . ref0) & (ref1 . (User <: profile)))),ref3:(one (((Work <: source) . ref0) & (ref1 . (User <: profile))))|((! disj[ref2,ref3]) || (no ((ref2 . (Work <: ids)) & (ref3 . (Work <: ids))))));18
115;this/Inv4;(all ref0:(one Work)|(((User <: visible) . ref0) in User));2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));21
116;this/Inv4;(all ref0:(one Work)|((((User <: visible) . ref0) in User) && (((Work <: ids) . (~ (Work <: ids))) in iden)));2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));22
117;this/Inv4;(all ref0:(one User)|(some ref1:(one Work)|((some ((ref0 <: (User <: visible)) . ref1)) => (lone ref1))));2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));24
118;this/Inv4;(all ref0:(one Work)|((((User <: visible) . ref0) in User) && (((Work <: ids) . (~ (Work <: ids))) in iden) && (((~ (Work <: ids)) . (Work <: ids)) in iden)));2;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));28
119;this/Inv1;(some (User . (User <: visible)));1;((User <: visible) in (User <: profile));5
120;this/Inv1;(no User);1;((User <: visible) in (User <: profile));5
121;this/Inv1;(all ref0:(one User)|(some ((User <: profile) . (ref0 . (User <: visible)))));1;(((User <: profile) & (User <: visible)) = (User <: visible));8
122;this/Inv2;(all ref0:(one User),ref1:(one Work)|(((ref0 -> ref1) in (User <: profile)) => (((ref0 . (Work <: source)) in Institution) || ((ref0 . (Work <: source)) in User))));1;(all ref0:(one User),ref1:(one Work)|((ref1 in (ref0 . (User <: profile))) => ((ref0 in (ref1 . (Work <: source))) || ((ref1 . (Work <: source)) in Institution))));16
123;this/Inv2;(all ref0:(one User),ref1:(one Work)|(((ref0 -> ref1) in (User <: profile)) => (((ref1 . (Work <: source)) in Institution) || ((ref1 . (Work <: source)) in User))));1;(all ref0:(one User),ref1:(one Work)|((ref1 in (ref0 . (User <: profile))) => ((ref0 in (ref1 . (Work <: source))) || ((ref1 . (Work <: source)) in Institution))));12
124;this/Inv2;(all ref0:(one User)|((((Work <: source) . ref0) + ((Work <: source) . Institution)) = (ref0 . (User <: profile))));1;(all ref0:(one User)|((ref0 . (User <: profile)) in (((Work <: source) . ref0) + ((Work <: source) . Institution))));10
125;this/Inv4;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|((((ref0 -> (ref1 . (Work <: ids))) in (User <: visible)) && ((ref0 -> ref2) in (User <: visible))) => (ref1 != ref2)));1;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));29
126;this/Inv3;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|((((ref1 . (Work <: source)) = (ref2 . (Work <: source))) && (ref1 in (ref0 . (User <: profile))) && (ref2 in (ref0 . (User <: profile)))) => ((ref1 . (Work <: ids)) !in (ref2 . (Work <: ids)))));1;(all ref0:(one User),ref1:(one (ref0 . (User <: profile))),ref2:(one (ref0 . (User <: profile)))|((! disj[ref1,ref2]) || (((ref1 . (Work <: source)) = (ref2 . (Work <: source))) => (no ((ref1 . (Work <: ids)) & (ref2 . (Work <: ids)))))));25
127;this/Inv1;(all ref0:(one User),ref1:(one Work)|((ref1 in (ref0 . (User <: visible))) => (ref0 in (ref0 . (User <: profile)))));1;(all ref0:(one User),ref1:(one Work)|((ref1 in (ref0 . (User <: visible))) => (ref1 in (ref0 . (User <: profile)))));6
128;this/Inv2;(((((User <: profile) . Institution) . (Work <: source)) + (((User <: profile) . User) . (Work <: source))) = ((User <: profile) . User));1;((((User <: profile) . (Work <: source)) :> User) in iden);14
129;this/Inv1;(all ref0:(one Work),ref1:(one Work)|((ref0 -> ref1) in (User <: profile)));1;((User <: visible) in (User <: profile));6
130;this/Inv4;(all ref0:(one User),ref1:(one (ref0 . (User <: profile))),ref2:(one (ref0 . (User <: profile)))|((! disj[ref1,ref2]) || ((ref1 = ref2) => (! ((ref1 in (ref0 . (User <: visible))) && (ref2 in (ref0 . (User <: visible))))))));1;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));25
131;this/Inv1;(some ref0:(one Work)|((ref0 in (User . (User <: visible))) => (ref0 in (User . (User <: profile)))));1;(all ref0:(one User),ref1:(one Work)|((ref1 in (ref0 . (User <: visible))) => (ref1 in (ref0 . (User <: profile)))));11
132;this/Inv1;(Work in ((User . (User <: profile)) + (User . (User <: visible))));1;((User <: visible) in (User <: profile));8
133;this/Inv3;(all ref0:(one User)|(no none));1;(all ref0:(one Id),ref1:(one Source),ref2:(one User)|(lone (((Work <: ids) . ref0) & (((Work <: source) . ref1) & (ref2 . (User <: profile))))));18
134;this/Inv1;(all ref0:(one Work),ref1:(one Work)|(((ref0 -> ref1) in (User <: profile)) && ((ref0 -> ref1) in (User <: visible))));1;((User <: visible) in (User <: profile));12
135;this/Inv2;(all ref0:(one User),ref1:(one Work)|((one (ref1 . (Work <: source))) && (ref1 in (ref0 . (User <: profile)))));1;(all ref0:(one User),ref1:(one (ref0 . (User <: profile)))|((ref1 . (Work <: source)) in (ref0 + Institution)));13
136;this/Inv4;(all ref0:(one User),ref1:(one (ref0 . (User <: profile))),ref2:(one (ref0 . (User <: profile)))|((! disj[ref1,ref2]) || ((some ((ref1 . (Work <: ids)) & (ref2 . (Work <: ids)))) => (! ((ref1 in (ref0 . (User <: visible))) && (ref2 in (ref0 . (User <: visible))))))));1;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));28
137;this/Inv4;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|((((ref0 -> ref1) in (User <: visible)) && ((ref0 -> ref2) in (User <: visible))) => ((ref1 . (Work <: ids)) != (ref2 . (Work <: ids)))));1;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));27
138;this/Inv1;(all ref0:(one Work)|((ref0 . (User <: visible)) in (ref0 . (Work <: source))));1;(all ref0:(one User)|((ref0 . (User <: visible)) in (ref0 . (User <: profile))));4
139;this/Inv1;(Work in ((User . (User <: profile)) & (User . (User <: visible))));1;(((User <: profile) & (User <: visible)) = (User <: visible));8
140;this/Inv2;(all ref0:(one User),ref1:(one Work)|((ref1 in (ref0 . (User <: profile))) => (some ref2:(one Institution)|((ref0 in (ref1 . (Work <: source))) || (ref2 in (ref1 . (Work <: source)))))));1;(all ref0:(one User),ref1:(one Work)|((ref1 in (ref0 . (User <: profile))) => ((ref0 in (ref1 . (Work <: source))) || ((ref1 . (Work <: source)) in Institution))));7
141;this/Inv2;(all ref0:(one Institution),ref1:(one User),ref2:(one Work)|(((ref1 = (ref2 . (Work <: source))) && (ref2 in (ref1 . (User <: profile)))) || (ref0 = (ref2 . (Work <: source)))));1;(all ref0:(one Source),ref1:(one User),ref2:(one (ref1 . (User <: profile)))|((ref1 = (ref2 . (Work <: source))) || ((ref2 . (Work <: source)) in Institution)));16
142;this/Inv4;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|(((ref0 -> ref1) in (User <: visible)) => (lone (ref1 . (Work <: ids)))));1;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));24
143;this/Inv2;((Work . (~ (User <: profile))) in (Institution + User));1;((((User <: profile) . (Work <: source)) :> User) in iden);7
144;this/Inv4;(all ref0:(one Work),ref1:(one Work)|((((User <: visible) . ref0) = ((User <: visible) . ref1)) => (ref0 = ref1)));1;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));26
145;this/Inv2;(all ref0:(one Institution),ref1:(one User),ref2:(one Work)|(((ref0 = (ref2 . (Work <: source))) || (ref1 = (ref2 . (Work <: source)))) && (ref2 in (ref1 . (User <: profile)))));1;(all ref0:(one Source),ref1:(one User),ref2:(one (ref1 . (User <: profile)))|((ref1 = (ref2 . (Work <: source))) || ((ref2 . (Work <: source)) in Institution)));18
146;this/Inv3;(all ref0:(one User),ref1:(one (ref0 . (User <: profile))),ref2:(one (ref0 . (User <: profile)))|((! disj[ref1,ref2]) || (((ref1 . (Work <: source)) = (ref2 . (Work <: source))) => (((ref1 . (Work <: ids)) !in (ref2 . (Work <: ids))) && ((ref2 . (Work <: ids)) !in (ref1 . (Work <: ids)))))));1;(all ref0:(one User),ref1:(one (ref0 . (User <: profile))),ref2:(one (ref0 . (User <: profile)))|((! disj[ref1,ref2]) || (((ref1 . (Work <: source)) = (ref2 . (Work <: source))) => (no ((ref1 . (Work <: ids)) & (ref2 . (Work <: ids)))))));17
147;this/Inv1;(some ref0:(one Work)|(all ref1:(one User)|((ref0 in (ref1 . (User <: visible))) => (ref0 in (ref1 . (User <: profile))))));1;(all ref0:(one User),ref1:(one Work)|((ref1 in (ref0 . (User <: visible))) => (ref1 in (ref0 . (User <: profile)))));12
148;this/Inv2;(all ref0:(one User),ref1:(one Work)|(((ref0 -> ref1) in (User <: profile)) => (lone (((ref1 . (Work <: source)) :> ref0) + ((ref1 . (Work <: source)) :> Institution)))));1;(all ref0:(one User),ref1:(one Work)|(((ref0 -> ref1) in (User <: profile)) => (one (((ref1 . (Work <: source)) :> ref0) + ((ref1 . (Work <: source)) :> Institution)))));6
149;this/Inv4;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|(((ref1 in (ref0 . (User <: visible))) && (ref2 in (ref0 . (User <: visible)))) => ((ref1 . (Work <: ids)) != (ref2 . (Work <: ids)))));1;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));27
150;this/Inv4;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|(((ref1 + ref2) in (ref0 . (User <: visible))) => (ref1 != ref2)));1;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));23
151;this/Inv2;(all ref0:(one Institution),ref1:(one User),ref2:(one Work)|((ref1 = (ref2 . (Work <: source))) && (ref2 in (ref1 . (User <: profile)))));1;(all ref0:(one Source),ref1:(one User),ref2:(one (ref1 . (User <: profile)))|((ref1 = (ref2 . (Work <: source))) || ((ref2 . (Work <: source)) in Institution)));14
152;this/Inv4;(all ref0:(one User),ref1:(one (ref0 . (User <: profile))),ref2:(one (ref0 . (User <: profile)))|((! disj[ref1,ref2]) || ((((ref1 . (Work <: source)) != (ref2 . (Work <: source))) && (some ((ref1 . (Work <: ids)) & (ref2 . (Work <: ids))))) => (! ((ref1 in (ref0 . (User <: visible))) && (ref2 in (ref0 . (User <: visible))))))));1;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));36
153;this/Inv3;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|((((ref1 + ref2) in (ref0 . (User <: profile))) && ((ref1 . (Work <: source)) = (ref2 . (Work <: source)))) => (no ((ref1 . (Work <: ids)) & (ref2 . (Work <: ids))))));1;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|(((ref1 != ref2) && ((ref1 + ref2) in (ref0 . (User <: profile))) && ((ref1 . (Work <: source)) = (ref2 . (Work <: source)))) => (no ((ref1 . (Work <: ids)) & (ref2 . (Work <: ids))))));9
154;this/Inv4;(all ref0:(one Work),ref1:(one Work)|((((User <: visible) . ref0) = ((User <: visible) . ref1)) => ((ref0 . (User <: profile)) = (ref1 . (User <: profile)))));1;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));30
155;this/Inv1;(all ref0:(one User),ref1:(one Work)|((ref0 -> ref1) in (User <: profile)));1;((User <: visible) in (User <: profile));6
156;this/Inv4;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|((ref0 -> ref1) in (User <: visible)));1;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));23
157;this/Inv4;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|(((ref1 + ref2) in (ref0 . (User <: visible))) => ((ref1 . (Work <: ids)) != (ref2 . (Work <: ids)))));1;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));23
158;this/Inv3;(all ref0:(one Source),ref1:(one Work),ref2:(one (ref0 . (User <: profile)))|(((ref1 . (Work <: ids)) = (ref2 . (Work <: ids))) => (ref1 = ref2)));1;(all ref0:(one Id),ref1:(one Source),ref2:(one User)|(lone (((Work <: ids) . ref0) & (((Work <: source) . ref1) & (ref2 . (User <: profile))))));21
159;this/Inv3;(all ref0:(one ((User . (User <: profile)) . (Work <: source)))|(one (((Work <: source) . ref0) . (Work <: ids))));1;(all ref0:(one Source),ref1:(one User)|(((((Work <: source) . ref0) & (ref1 . (User <: profile))) <: (Work <: ids)) in (Work lone-> Id)));14
160;this/Inv2;(all ref0:(one Work)|((((User <: profile) . Institution) + ((User <: profile) . User)) = ((Work <: source) . ref0)));1;((((User <: profile) . (Work <: source)) :> User) in iden);13
161;this/Inv2;(all ref0:(one Institution),ref1:(one User)|(ref1 = ((ref1 . (User <: profile)) . (Work <: source))));1;((((User <: profile) . (Work <: source)) :> User) in iden);10
162;this/Inv4;(all ref0:(one User),ref1:(one (ref0 . (User <: profile))),ref2:(one (ref0 . (User <: profile)))|((! disj[ref1,ref2]) || ((((ref1 . (Work <: source)) in Institution) && ((ref2 . (Work <: source)) in User) && (some ((ref1 . (Work <: ids)) & (ref2 . (Work <: ids))))) => (! ((ref1 in (ref0 . (User <: visible))) && (ref2 in (ref0 . (User <: visible))))))));1;(all ref0:(one User),ref1:(one (ref0 . (User <: visible))),ref2:(one (ref0 . (User <: visible)))|((! disj[ref1,ref2]) || (ref1 !in (ref2 . (^ ((Work <: ids) . (~ (Work <: ids))))))));39
163;this/Inv3;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|(((ref1 in (ref0 . (User <: profile))) && (ref2 in (ref0 . (User <: profile)))) => (((ref1 . (Work <: ids)) != (ref2 . (Work <: ids))) || (ref1 = ref2))));1;(all ref0:(one User),ref1:(one Work),ref2:(one Work)|(((ref1 != ref2) && ((ref1 + ref2) in (ref0 . (User <: profile))) && ((ref1 . (Work <: source)) = (ref2 . (Work <: source)))) => (no ((ref1 . (Work <: ids)) & (ref2 . (Work <: ids))))));28
164;this/Inv1;(all ref0:(one Work)|(((Work <: source) . ref0) = (ref0 . (User <: visible))));1;(all ref0:(one Work)|(((User <: visible) . ref0) in ((User <: profile) . ref0)));8
165;this/Inv3;(all ref0:(one Source)|((((ref0 . (User <: profile)) <: (Work <: ids)) . (~ ((ref0 . (User <: profile)) <: (Work <: ids)))) in iden));1;(all ref0:(one Source),ref1:(one User)|((((((Work <: source) . ref0) & (ref1 . (User <: profile))) <: (Work <: ids)) . (~ ((((Work <: source) . ref0) & (ref1 . (User <: profile))) <: (Work <: ids)))) in iden));15
