;predicate;formula;frequency;closest_solution;solution_distance
146;this/weaklyConnected;(all ref0:(one Node)|(Node in (ref0 . (ref0 -> ((ref0 . (* (Node <: adj))) + (ref0 . (^ (~ (Node <: adj)))))))));2;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));11
147;this/stonglyConnected;(all ref0:(one Node)|((some (ref0 . (Node <: adj))) && (Node in (ref0 . (^ (Node <: adj))))));2;(all ref0:(one Node)|(Node in (ref0 . ((^ (Node <: adj)) + iden))));9
148;this/oriented;(all ref0:(one Node)|(no ((Node <: adj) . ref0)));2;(no (((Node <: adj) . (Node <: adj)) & iden));5
149;this/undirected;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || (((ref0 . (Node <: adj)) = ref1) => (ref0 = (ref1 . (Node <: adj))))));2;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref1 in (ref0 . (Node <: adj))) => (ref0 in (ref1 . (Node <: adj))))));10
150;this/noLoops;(all ref0:(one Node)|((ref0 -> ref0) in (Node <: adj)));2;(no ref0:(one Node)|((ref0 -> ref0) in (Node <: adj)));2
151;this/undirected;(no ((Node <: adj) & (Node <: adj)));2;(no ((Node <: adj) - (~ (Node <: adj))));3
152;this/noLoops;(((Node <: adj) . (~ (Node <: adj))) !in iden);2;(no ((Node <: adj) & iden));6
153;this/oriented;(all ref0:(one Node)|(! ((ref0 . (Node <: adj)) in ((Node <: adj) . ref0))));2;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(! (ref0 in (ref1 . (Node <: adj)))));7
154;this/weaklyConnected;(Node = (Node . ((Node <: adj) + (~ (Node <: adj)))));2;((Node -> Node) in (* ((Node <: adj) + (~ (Node <: adj)))));5
155;this/acyclic;(all ref0:(one Node)|(ref0 !in (ref0 . (* (Node <: adj)))));2;(all ref0:(one Node)|(ref0 !in (ref0 . (^ (Node <: adj)))));4
156;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(some ((ref0 . (* (Node <: adj))) & (ref1 . (* (Node <: adj))))));2;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (* ((Node <: adj) + (~ (Node <: adj)))))));13
157;this/acyclic;(all ref0:(one Node)|(ref0 !in ((Node <: adj) . ref0)));2;(all ref0:(one Node)|(ref0 !in (ref0 . (^ (Node <: adj)))));5
158;this/oriented;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref0 in (ref1 . (Node <: adj))) => (ref1 !in (ref0 . (Node <: adj))))));2;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) => (ref1 !in (ref0 . (Node <: adj)))));9
159;this/complete;(all ref0:(one Node)|((ref0 . (^ (Node <: adj))) = (Node - ref0)));2;(all ref0:(one Node)|((ref0 . (Node <: adj)) = Node));5
160;this/weaklyConnected;((all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => ((ref1 -> ref0) in (Node <: adj)))) && (all ref2:(one Node)|(Node in (ref2 . (* (Node <: adj))))));2;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));21
161;this/acyclic;((* (Node <: adj)) !in iden);2;(graph/dag[(Node <: adj)]);5
162;this/complete;(all ref0:(one Node)|(ref0 in ((Node <: adj) . ref0)));2;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (Node <: adj))));5
163;this/complete;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (^ (Node <: adj)))) || (ref1 in (ref0 . (^ (Node <: adj))))));2;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) && (ref1 in (ref0 . (Node <: adj)))));8
164;this/acyclic;(all ref0:(one Node),ref1:(one Node),ref2:(one Node)|((((ref0 -> ref1) in (Node <: adj)) && ((ref1 -> ref2) in (Node <: adj))) => (! (ref0 = ref2))));2;(graph/dag[(Node <: adj)]);20
165;this/acyclic;(no ref0:(one Node)|(ref0 in (ref0 . (Node <: adj))));2;(no ref0:(one Node)|(ref0 in (ref0 . (^ (Node <: adj)))));3
166;this/acyclic;(all ref0:(one Node),ref1:(one Node),ref2:(one Node)|((((ref0 -> ref1) in (Node <: adj)) && ((ref1 -> ref2) in (Node <: adj))) => (ref0 = ref2)));2;(graph/dag[(Node <: adj)]);19
167;this/weaklyConnected;(all ref0:(one Node)|(Node in (ref0 . ((^ (Node <: adj)) + (^ (~ (Node <: adj)))))));2;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));5
168;this/acyclic;(all ref0:(one Node),ref1:(one Node)|((((ref0 -> ref1) in (Node <: adj)) && ((ref1 -> ref0) in (Node <: adj))) => (! (ref0 = (ref0 & ref1)))));2;((all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => (! ((ref1 -> ref0) in (Node <: adj))))) && (all ref2:(one Node)|(ref2 !in (ref2 . (^ (Node <: adj))))));20
169;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(ref1 in ((ref0 . (^ (Node <: adj))) + (ref0 . (^ (~ (Node <: adj)))))));2;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));10
170;this/undirected;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => ((ref1 -> ref0) !in (Node <: adj))));2;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(((ref0 -> ref1) in (Node <: adj)) => ((ref1 -> ref0) in (Node <: adj))));6
171;this/weaklyConnected;(Node in ((Node . (^ (Node <: adj))) + (Node . (^ (~ (Node <: adj))))));2;((Node -> Node) in (* ((Node <: adj) + (~ (Node <: adj)))));9
172;this/weaklyConnected;(Node = ((Node . (^ (Node <: adj))) + (Node . (^ (~ (Node <: adj))))));2;((Node -> Node) in (* ((Node <: adj) + (~ (Node <: adj)))));11
173;this/acyclic;(all ref0:(one Node)|(ref0 != (ref0 . (Node <: adj))));2;(all ref0:(one Node)|(ref0 !in (ref0 . (^ (Node <: adj)))));5
174;this/acyclic;(no ((Node <: adj) & iden));2;(no ((^ (Node <: adj)) & iden));1
175;this/weaklyConnected;(all ref0:(one Node)|(Node in ((((Node <: adj) . ref0) + (ref0 . (Node <: adj))) + ref0)));2;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));10
176;this/weaklyConnected;(all ref0:(one Node)|(Node in ((ref0 . (Node <: adj)) + ((~ (Node <: adj)) . ref0))));2;((Node -> Node) in (* ((Node <: adj) + (~ (Node <: adj)))));8
177;this/weaklyConnected;(all ref0:(one Node)|(Node in (ref0 + ((ref0 . (Node <: adj)) + ((~ (Node <: adj)) . ref0)))));2;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));9
178;this/undirected;(all ref0:(one Node),ref1:(one Node)|(((ref0 . (Node <: adj)) in ref1) => ((ref1 . (Node <: adj)) in ref0)));2;(all ref0:(one Node),ref1:(one Node)|((ref1 in (ref0 . (Node <: adj))) => (ref0 in (ref1 . (Node <: adj)))));8
179;this/acyclic;(no (Node . (^ (Node <: adj))));2;(no ((^ (Node <: adj)) & iden));4
180;this/complete;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || (ref0 in ((Node <: adj) . ref1))));2;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (Node <: adj))));11
181;this/undirected;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || (((ref0 . (Node <: adj)) in ref1) => ((ref1 . (Node <: adj)) in ref0))));2;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref1 in (ref0 . (Node <: adj))) => (ref0 in (ref1 . (Node <: adj))))));8
182;this/undirected;(some (((Node <: adj) . (Node <: adj)) & iden));2;((Node <: adj) in (~ (Node <: adj)));6
183;this/undirected;(iden in ((Node <: adj) . (Node <: adj)));2;((Node <: adj) in (~ (Node <: adj)));3
184;this/oriented;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref0 in (ref1 . (Node <: adj))) <=> (ref1 !in (ref0 . (Node <: adj))))));2;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) => (ref1 !in (ref0 . (Node <: adj)))));11
185;this/undirected;(all ref0:(one Node)|(ref0 in ((ref0 . (Node <: adj)) . (Node <: adj))));2;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));6
186;this/undirected;(iden in ((Node <: adj) . (~ (Node <: adj))));2;((Node <: adj) in (~ (Node <: adj)));2
187;this/undirected;((Node <: adj) in ((Node <: adj) . (Node <: adj)));2;((Node <: adj) in (~ (Node <: adj)));3
188;this/weaklyConnected;(all ref0:(one Node)|(Node in (((^ (Node <: adj)) . ref0) + (ref0 + (ref0 . (^ (Node <: adj)))))));2;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));10
189;this/undirected;(Node in Node);2;(graph/undirected[(Node <: adj)]);4
190;this/oriented;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) <=> ((ref1 -> ref0) !in (Node <: adj))));2;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => ((ref1 -> ref0) !in (Node <: adj))));6
191;this/undirected;(lone Node);2;(graph/undirected[(Node <: adj)]);3
192;this/undirected;(all ref0:(one Node)|(((ref0 !in (ref0 . (Node <: adj))) && (ref0 in ((ref0 . (Node <: adj)) . (Node <: adj)))) || (no (ref0 . (Node <: adj)))));2;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));17
193;this/complete;((Node . (^ (Node <: adj))) in Node);2;((Node -> Node) in (Node <: adj));5
194;this/complete;(all ref0:(one Node),ref1:(one Node)|((ref1 !in (ref1 . (Node <: adj))) && (ref1 in (ref0 . (^ (Node <: adj))))));2;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) && (ref1 in (ref0 . (Node <: adj)))));9
195;this/weaklyConnected;(all ref0:(one Node)|((some (ref0 . (Node <: adj))) || (some (ref0 . (~ (Node <: adj))))));2;(graph/weaklyConnected[(Node <: adj)]);12
196;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (^ (Node <: adj)))));2;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (* ((Node <: adj) + (~ (Node <: adj)))))));9
197;this/undirected;(((Node <: adj) . (~ (Node <: adj))) = iden);2;((Node <: adj) = (~ (Node <: adj)));2
198;this/undirected;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref0 in (ref1 . (Node <: adj))) && (ref1 in (ref0 . (Node <: adj))))));2;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref0 in (ref1 . (Node <: adj))) <=> (ref1 in (ref0 . (Node <: adj))))));6
199;this/undirected;(all ref0:(one Node),ref1:(one Node)|(((ref0 . (Node <: adj)) = ref1) => (ref1 = (ref1 . (Node <: adj)))));2;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));11
200;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(ref1 in (((* (Node <: adj)) . ref0) + (ref0 . (* (Node <: adj))))));2;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (* ((Node <: adj) + (~ (Node <: adj))))))));11
201;this/complete;(all ref0:(one Node)|(some (ref0 . (Node <: adj))));2;(no ref0:(one Node)|(Node !in (ref0 . (Node <: adj))));5
202;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (* (Node <: adj)))) && (ref1 in (ref0 . (* (Node <: adj))))));2;(all ref0:(one Node),ref1:(one Node)|(ref1 in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));14
203;this/acyclic;(! (iden in (^ (Node <: adj))));2;(all ref0:(one Node)|(! (ref0 in (ref0 . (^ (Node <: adj))))));5
204;this/weaklyConnected;(all ref0:(one Node)|(Node in ((((^ (Node <: adj)) . ref0) + (ref0 . (^ (Node <: adj)))) - ref0)));2;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));10
205;this/acyclic;(iden !in ((* (Node <: adj)) - (Node <: adj)));2;(iden = (iden - (^ (Node <: adj))));6
206;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(ref1 in (ref0 . (* (Node <: adj)))));2;(all ref0:(one Node),ref1:(one Node)|(ref1 in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));7
207;this/undirected;(some ((Node <: adj) & (~ (Node <: adj))));2;((Node <: adj) in (~ (Node <: adj)));3
208;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(((^ (Node <: adj)) . ref0) in ((^ (Node <: adj)) . ref1)));2;(graph/weaklyConnected[(Node <: adj)]);12
209;this/undirected;(all ref0:(one Node)|(((ref0 . (Node <: adj)) in Node) => (ref0 in ((ref0 . (Node <: adj)) . (Node <: adj)))));2;(all ref0:(one Node),ref1:(one Node)|((ref1 in (ref0 . (Node <: adj))) => (ref0 in (ref1 . (Node <: adj)))));9
210;this/weaklyConnected;((Node . (^ (Node <: adj))) in Node);2;(graph/weaklyConnected[(Node <: adj)]);7
211;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|((ref0 in ((^ (Node <: adj)) . ref1)) && (ref1 in ((^ (Node <: adj)) . ref0))));2;(graph/weaklyConnected[(Node <: adj)]);16
212;this/weaklyConnected;(all ref0:(one Node)|((ref0 -> (ref0 . (^ (Node <: adj)))) in (Node -> Node)));2;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));11
213;this/weaklyConnected;((Node . (* (Node <: adj))) in Node);2;((Node -> Node) in (* ((Node <: adj) + (~ (Node <: adj)))));7
214;this/complete;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref0 in (ref1 . (* (Node <: adj)))) => (ref1 in (ref0 . (* (Node <: adj)))))));2;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) && (ref1 in (ref0 . (Node <: adj)))));13
215;this/undirected;(all ref0:(one Node),ref1:(one Node)|(((ref0 . (Node <: adj)) in ref1) <=> (ref0 in (ref1 . (Node <: adj)))));2;(all ref0:(one Node),ref1:(one Node)|((ref1 in (ref0 . (Node <: adj))) => (ref0 in (ref1 . (Node <: adj)))));8
216;this/weaklyConnected;(((* (Node <: adj)) + (* (~ (Node <: adj)))) = (Node -> Node));2;(all ref0:(one Node)|((ref0 . (* ((Node <: adj) + (~ (Node <: adj))))) = Node));8
217;this/oriented;(some Node);2;(no ((Node <: adj) & (~ (Node <: adj))));7
218;this/weaklyConnected;((some (Node <: adj)) && (Node in (((Node <: adj) . Node) + (Node . (Node <: adj)))));2;((Node -> Node) in (* ((Node <: adj) + (~ (Node <: adj)))));11
219;this/undirected;(all ref0:(one Node),ref1:(one Node)|((ref1 -> ref0) in (Node <: adj)));1;((Node <: adj) in (~ (Node <: adj)));7
220;this/undirected;((some (Node . (Node <: adj))) => (some ((Node <: adj) . Node)));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));9
221;this/undirected;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || (ref0 in ((ref1 . (Node <: adj)) . (~ (Node <: adj))))));1;((Node <: adj) in (~ (Node <: adj)));11
222;this/oriented;(all ref0:(one Node)|(ref0 in ((ref0 . (Node <: adj)) . (~ (Node <: adj)))));1;(all ref0:(one Node)|(ref0 !in ((ref0 . (Node <: adj)) . (Node <: adj))));5
223;this/noLoops;(no (iden & (Node <: (^ (Node <: adj)))));1;(no ((Node <: adj) & iden));5
224;this/oriented;((Node <: adj) = (~ (Node <: adj)));1;((Node <: adj) = ((Node <: adj) - (~ (Node <: adj))));2
225;this/noLoops;(no ((* (Node <: adj)) & iden));1;(no ((Node <: adj) & iden));1
226;this/undirected;(all ref0:(one Node)|(ref0 = (ref0 . (Node <: adj))));1;(all ref0:(one Node)|(((Node <: adj) . ref0) = (ref0 . (Node <: adj))));4
227;this/undirected;((all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(ref0 in (ref1 . (Node <: adj)))) && (no (Node <: adj)));1;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(ref0 in (ref1 . (Node <: adj))));7
228;this/complete;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || (ref0 in (ref1 . (* (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (Node <: adj))));10
229;this/complete;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || (ref1 in (ref0 . (* (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|(ref1 in (ref0 . (Node <: adj))));10
230;this/undirected;(all ref0:(one Node)|((none != (ref0 . (Node <: adj))) && (ref0 = ((ref0 . (Node <: adj)) . (Node <: adj)))));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));12
231;this/noLoops;(all ref0:(one Node)|((ref0 . (integer/next[])) !in ref0));1;(all ref0:(one Node)|((ref0 -> ref0) !in (Node <: adj)));6
232;this/complete;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref0 in (ref1 . (* (Node <: adj)))) && (ref1 in (ref0 . (* (Node <: adj)))))));1;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) && (ref1 in (ref0 . (Node <: adj)))));11
233;this/complete;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || (ref1 in (ref0 . (^ (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|(ref1 in (ref0 . (Node <: adj))));10
234;this/stonglyConnected;(all ref0:(one Node)|(ref0 in (ref0 . (~ (Node <: adj)))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ (Node <: adj))))));6
235;this/stonglyConnected;(all ref0:(one Node)|(Node in (ref0 . (~ (Node <: adj)))));1;(all ref0:(one Node)|(Node in (ref0 . (* (Node <: adj)))));4
236;this/noLoops;(all ref0:(one Node)|(no (((^ (Node <: adj)) . ref0) & (ref0 . (^ (Node <: adj))))));1;(no ((Node <: adj) & iden));9
237;this/undirected;(all ref0:(one Node)|(some (ref0 & ((ref0 . (Node <: adj)) . (~ (Node <: adj))))));1;((Node <: adj) in (~ (Node <: adj)));8
238;this/undirected;(all ref0:(one Node)|(lone (ref0 & ((ref0 . (Node <: adj)) . (~ (Node <: adj))))));1;((Node <: adj) in (~ (Node <: adj)));8
239;this/undirected;(all ref0:(one Node)|(Node in (ref0 . (^ (Node <: adj)))));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));7
240;this/acyclic;(all ref0:(one Node)|(no ((ref0 . (Node <: adj)) . (* (Node <: adj)))));1;(all ref0:(one Node)|(ref0 !in ((ref0 . (Node <: adj)) . (* (Node <: adj)))));5
241;this/undirected;(all ref0:(one Node)|(ref0 !in (ref0 . (Node <: adj))));1;(all ref0:(one Node)|(((Node <: adj) . ref0) = (ref0 . (Node <: adj))));6
242;this/undirected;(all ref0:(one Node),ref1:(one Node)|((ref0 -> ref1) in (Node <: adj)));1;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(ref0 in (ref1 . (Node <: adj))));6
243;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(ref1 in (((Node <: adj) . ref0) + (ref0 . (Node <: adj)))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));11
244;this/undirected;(all ref0:(one Node)|(ref0 != (ref0 . (Node <: adj))));1;(all ref0:(one Node)|(((Node <: adj) . ref0) = (ref0 . (Node <: adj))));6
245;this/oriented;(relation/antisymmetric[(Node <: adj)]);1;(no ((Node <: adj) & (~ (Node <: adj))));6
246;this/weaklyConnected;(all ref0:(one Node)|(ref0 in (ref0 . (Node <: adj))));1;(graph/weaklyConnected[(Node <: adj)]);7
247;this/oriented;(relation/irreflexive[(Node <: adj)]);1;(no ((Node <: adj) & (~ (Node <: adj))));6
248;this/undirected;(no ((Node <: adj) & iden));1;(no ((Node <: adj) - (~ (Node <: adj))));5
249;this/oriented;(no ((Node <: adj) - ((~ (Node <: adj)) - iden)));1;(no ((Node <: adj) & (~ (Node <: adj))));4
250;this/complete;((Node <: adj) in (Node -> Node));1;((Node <: adj) = (Node -> Node));2
251;this/undirected;(no ((^ (Node <: adj)) & iden));1;(no ((Node <: adj) - (~ (Node <: adj))));6
252;this/undirected;(all ref0:(one Node)|(ref0 in (Node . (Node <: adj))));1;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(ref0 in (ref1 . (Node <: adj))));5
253;this/acyclic;((all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => (! ((ref1 -> ref0) in (Node <: adj))))) && (all ref2:(one Node)|(no (ref2 . (Node <: adj)))));1;((all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => (! ((ref1 -> ref0) in (Node <: adj))))) && (all ref2:(one Node)|(ref2 !in (ref2 . (^ (Node <: adj))))));10
254;this/oriented;(((Node <: adj) & (~ (Node <: adj))) = iden);1;(no ((Node <: adj) & (~ (Node <: adj))));3
255;this/weaklyConnected;(all ref0:(one Node)|(some (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));1;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));5
256;this/undirected;(all ref0:(one Node)|((ref0 in ((Node <: adj) . Node)) || (ref0 in (Node . (Node <: adj)))));1;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) => (ref1 in (ref0 . (Node <: adj)))));11
257;this/undirected;(all ref0:(one Node),ref1:(one Node)|((ref1 in (ref0 . (Node <: adj))) => (! (ref1 in (ref0 . (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) => (ref1 in (ref0 . (Node <: adj)))));9
258;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(ref0 in (((Node <: adj) . ref1) + (ref1 . (Node <: adj)))));1;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));11
259;this/undirected;(all ref0:(one Node)|((ref0 in (Node . (Node <: adj))) || (ref0 in (Node . (^ (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) => (ref1 in (ref0 . (Node <: adj)))));12
260;this/stonglyConnected;(all ref0:(one Node)|(Node in (ref0 . (Node <: adj))));1;(all ref0:(one Node)|(Node in (ref0 . (* (Node <: adj)))));3
261;this/noLoops;(all ref0:(one Node),ref1:(one Node)|((! ((ref0 in (ref1 . (^ (Node <: adj)))) && (ref1 in (ref0 . (Node <: adj))))) || (! disj[ref0,ref1])));1;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) => (ref0 != ref1)));17
262;this/noLoops;(all ref0:(one Node),ref1:(one Node)|(! ((ref0 in (ref1 . (^ (Node <: adj)))) && (ref1 in (ref0 . (Node <: adj))))));1;(no ref0:(one Node)|(ref0 in (ref0 . (Node <: adj))));13
263;this/oriented;(all ref0:(one Node)|(some ref1:(one Node)|((ref1 in (ref0 . (Node <: adj))) => (ref0 !in (ref1 . (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|((ref1 in (ref0 . (Node <: adj))) => (ref0 !in (ref1 . (Node <: adj)))));4
264;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(ref1 in ((ref0 . (Node <: adj)) . (* (Node <: adj)))));1;(all ref0:(one Node),ref1:(one Node)|(ref1 in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));9
265;this/acyclic;(no (iden & (~ (Node <: adj))));1;(no ((^ (Node <: adj)) & iden));4
266;this/weaklyConnected;(all ref0:(one Node)|((Node - ref0) in (ref0 . ((Node <: adj) + (~ (Node <: adj))))));1;(all ref0:(one Node)|((Node - ref0) in (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))));3
267;this/oriented;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(! (ref0 in ref1)));1;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(! (ref0 in (ref1 . (Node <: adj)))));6
268;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|((ref0 in ((ref1 . (Node <: adj)) . (* (Node <: adj)))) && (ref1 in ((ref0 . (Node <: adj)) . (* (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|(ref1 in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));18
269;this/oriented;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) => (ref1 !in ((Node <: adj) . ref0))));1;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) => (ref1 !in (ref0 . (Node <: adj)))));6
270;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . ((Node <: adj) + (~ (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (* ((Node <: adj) + (~ (Node <: adj)))))));5
271;this/weaklyConnected;(all ref0:(one Node)|(Node in ((((Node <: adj) . ref0) + (ref0 . (Node <: adj))) . (Node <: adj))));1;(all ref0:(one Node)|(Node in ((((* (Node <: adj)) . ref0) + (ref0 + (ref0 . (* (Node <: adj))))) . (* ((Node <: adj) + (~ (Node <: adj)))))));10
272;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || (ref0 in (ref1 . ((Node <: adj) + (~ (Node <: adj)))))));1;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (* ((Node <: adj) + (~ (Node <: adj)))))));10
273;this/stonglyConnected;(all ref0:(one Node)|(((ref0 -> ref0) in (Node <: adj)) && (Node in (ref0 . (^ (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 . ((^ (Node <: adj)) + iden))));10
274;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (Node <: adj))));1;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (* ((Node <: adj) + (~ (Node <: adj)))))));8
275;this/weaklyConnected;(all ref0:(one Node)|(Node in ((((Node <: adj) . ref0) + (ref0 . (Node <: adj))) . (^ (Node <: adj)))));1;(all ref0:(one Node)|(Node in ((((* (Node <: adj)) . ref0) + (ref0 + (ref0 . (* (Node <: adj))))) . (* ((Node <: adj) + (~ (Node <: adj)))))));11
276;this/stonglyConnected;(all ref0:(one Node)|((iden in (Node <: adj)) && (Node in (ref0 . (^ (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 . ((^ (Node <: adj)) + iden))));8
277;this/weaklyConnected;(((Node -> Node) - iden) in (^ (Node <: adj)));1;(((Node -> Node) - iden) in (^ ((Node <: adj) + (~ (Node <: adj)))));3
278;this/oriented;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(ref0 in (ref1 . (Node <: adj))));1;(no ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(ref0 in (ref1 . (Node <: adj))));4
