predicate;formula;frequency;closest_solution;solution_distance
this/inv5;((all ref0:(one Professor),ref1:(one Project)|((ref0 -> ref1) !in (Person <: projects))) && (all ref2:(one Project)|(some ref3:(one Person)|((ref3 -> ref2) in (Person <: projects)))));3;((all ref0:(one (Person - Student)),ref1:(one Project)|((ref0 -> ref1) !in (Person <: projects))) && (all ref2:(one Project)|(some ref3:(one Student)|((ref3 -> ref2) in (Person <: projects)))));8
this/inv5;(Project = (Student . (Person <: projects)));3;(((Person . (Person <: projects)) - ((Person - Student) . (Person <: projects))) = Project);8
this/inv9;(all ref0:(one Professor)|(Professor !in (((Person <: enrolled) . ref0) . (Person <: teaches))));3;(all ref0:(one Professor)|(ref0 in Professor));10
this/inv12;(all ref0:(one Course),ref1:(one Grade),ref2:(one Student)|(lone (ref1 & (ref2 . (ref0 . (Course <: grades))))));3;(all ref0:(one Course),ref1:(one Grade),ref2:(one Student)|(lone (ref2 . (ref0 . (Course <: grades)))));8
this/inv13;(all ref0:(one Course),ref1:(one Student)|((ref1 in ((ref0 . (Course <: grades)) . (ordering/last[]))) => (some ref2:(one Project)|(ref2 in ((ref0 . (Course <: projects)) + (ref1 . (Person <: projects)))))));3;(all ref0:(one Course),ref1:(one Student)|((ref1 in ((ref0 . (Course <: grades)) . (ordering/last[]))) => (some ref2:(one Project)|(ref2 in ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))))));8
this/inv9;(all ref0:(one Professor)|(some ref1:(one Course)|(((ref0 -> ref1) in (Person <: teaches)) => (all ref2:(one Professor)|((ref0 != ref2) && ((ref2 -> ref1) !in (Person <: enrolled)))))));3;(all ref0:(one Professor)|(ref0 in Professor));18
this/inv13;(all ref0:(one Course),ref1:(one (ref0 . (~ (Person <: enrolled))))|(((ordering/max[(Student . (ref0 . (Course <: grades)))]) = (ref1 . (ref0 . (Course <: grades)))) => (some ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects))))));3;(all ref0:(one Course),ref1:(one Person)|(((ordering/last[]) = (ref1 . (ref0 . (Course <: grades)))) => (some ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects))))));6
this/inv13;(all ref0:(one Course),ref1:(one Student)|(((ordering/max[(Student . (ref0 . (Course <: grades)))]) = (ref1 . (ref0 . (Course <: grades)))) => (some ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects))))));3;(all ref0:(one Course),ref1:(one Person)|(((ordering/last[]) = (ref1 . (ref0 . (Course <: grades)))) => (some ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects))))));6
this/inv15;((all ref0:(one Student),ref1:(one Student),ref2:(one ((ref0 . (Person <: projects)) & (ref1 . (Person <: projects))))|((! disj[ref0,ref1]) || ((ref0 . ((((Course <: projects) . ref2) <: Course) . (Course <: grades))) = ((ref1 . ((((Course <: projects) . ref2) <: Course) . (Course <: grades))) . (ordering/next[]))))) && (all ref3:(one Student),ref4:(one Student),ref5:(one ((ref3 . (Person <: projects)) & (ref4 . (Person <: projects))))|((! disj[ref3,ref4]) || ((ref3 . ((((Course <: projects) . ref5) <: Course) . (Course <: grades))) = ((ref4 . ((((Course <: projects) . ref5) <: Course) . (Course <: grades))) . (ordering/prev[]))))) && (all ref6:(one Student),ref7:(one Student),ref8:(one ((ref6 . (Person <: projects)) & (ref7 . (Person <: projects))))|((! disj[ref6,ref7]) || ((ref6 . ((((Course <: projects) . ref8) <: Course) . (Course <: grades))) = (ref7 . ((((Course <: projects) . ref8) <: Course) . (Course <: grades)))))));3;(all ref0:(one Student),ref1:(one Student),ref2:(one ((ref0 . (Person <: projects)) & (ref1 . (Person <: projects))))|((! disj[ref0,ref1]) || (((one (ref0 . ((((Course <: projects) . ref2) <: Course) . (Course <: grades)))) && (one (ref1 . ((((Course <: projects) . ref2) <: Course) . (Course <: grades))))) => ((ref0 . ((((Course <: projects) . ref2) <: Course) . (Course <: grades))) = ((ref1 . ((((Course <: projects) . ref2) <: Course) . (Course <: grades))) . (ordering/next[])))) || ((ref0 . ((((Course <: projects) . ref2) <: Course) . (Course <: grades))) = (ref1 . ((((Course <: projects) . ref2) <: Course) . (Course <: grades)))) || ((ref0 . ((((Course <: projects) . ref2) <: Course) . (Course <: grades))) = ((ref1 . ((((Course <: projects) . ref2) <: Course) . (Course <: grades))) . (ordering/prev[])))));67
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|(((ref1 != ref2) && ((ref1 -> ref0) in (Person <: enrolled))) => ((ref2 -> ref0) in (Person <: teaches))));3;(all ref0:(one Professor)|(ref0 in Professor));18
this/inv13;(all ref0:(one Course)|((((ref0 . (Course <: grades)) . (ordering/max[(Person . (ref0 . (Course <: grades)))])) . (Person <: projects)) in (ref0 . (Course <: projects))));3;(all ref0:(one Course)|(((ref0 . (Course <: grades)) . (ordering/last[])) in ((Person <: projects) . (ref0 . (Course <: projects)))));6
this/inv5;(no ((Person . (~ (Person <: projects))) - Student));3;(((Person . (Person <: projects)) - ((Person - Student) . (Person <: projects))) = Project);8
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|((((ref1 -> ref0) in (Person <: teaches)) && ((ref2 -> ref0) in (Person <: teaches))) => (((ref1 -> ref0) !in (Person <: enrolled)) && ((ref2 -> ref0) !in (Person <: enrolled)))));3;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|((((ref1 -> ref0) in (Person <: teaches)) && ((ref2 -> ref0) in (Person <: teaches))) => (all ref3:(one Course)|(((ref1 -> ref3) in (Person <: teaches)) => ((ref2 -> ref3) !in (Person <: enrolled))))));17
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|(((ref1 != ref2) && ((ref1 -> ref0) in (Person <: teaches)) && ((ref2 -> ref0) in (Person <: teaches))) => (((ref1 -> ref0) in (Person <: teaches)) => ((ref2 -> ref0) !in (Person <: enrolled)))));3;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|(((ref1 != ref2) && ((ref1 -> ref0) in (Person <: teaches)) && ((ref2 -> ref0) in (Person <: teaches))) => (all ref3:(one Course)|(((ref1 -> ref3) in (Person <: teaches)) => ((ref2 -> ref3) !in (Person <: enrolled))))));11
this/inv5;(((Person - Professor) . (Person <: projects)) = Project);3;(((Person . (Person <: projects)) - ((Person - Student) . (Person <: projects))) = Project);6
this/inv5;(all ref0:(one (Course . (Course <: projects))),ref1:(one ((Person <: enrolled) . ref0))|(ref1 in Student));3;((Person <: projects) in (Student some-> Project));6
this/inv15;(all ref0:(one Project),ref1:(one Student),ref2:(one Student)|(((ref1 != ref2) && ((ref1 -> ref0) in (Person <: projects)) && ((ref2 -> ref0) in (Person <: projects))) => (all ref3:(one Course),ref4:(one Grade),ref5:(one Grade)|((((ref3 -> (ref1 -> ref4)) in (Course <: grades)) && ((ref3 -> (ref2 -> ref5)) in (Course <: grades))) => (((ref4 . (ordering/prev[])) = ref5) || (ref4 = ref5) || (ref4 = (ref5 . (ordering/prev[]))))))));3;(all ref0:(one Course),ref1:(one Project),ref2:(one Student),ref3:(one Student)|((((ref0 -> ref1) in (Course <: projects)) && (ref2 != ref3) && ((ref2 -> ref1) in (Person <: projects)) && ((ref3 -> ref1) in (Person <: projects))) => (all ref4:(one Grade),ref5:(one Grade)|((((ref0 -> (ref2 -> ref4)) in (Course <: grades)) && ((ref0 -> (ref3 -> ref5)) in (Course <: grades))) => (((ref4 . (ordering/prev[])) = ref5) || (ref4 = ref5) || (ref4 = (ref5 . (ordering/prev[]))))))));33
this/inv12;((all ref0:(one Grade),ref1:(one Student)|((ref1 -> ref0) in (Course . (Course <: grades)))) && (all ref2:(one Course),ref3:(one Grade),ref4:(one Grade),ref5:(one Student),ref6:(one Student)|((((ref5 -> ref3) in (ref2 . (Course <: grades))) && ((ref6 -> ref4) in (ref2 . (Course <: grades)))) => (ref5 != ref6))));3;(all ref0:(one Person),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one Grade)|((ref0 -> ref2) in (ref1 . (Course <: grades)))));34
this/inv9;(all ref0:(one Course),ref1:(one Person),ref2:(one Person)|((! disj[ref1,ref2]) || (((ref0 in (ref1 . (Person <: teaches))) && (ref0 in (ref2 . (Person <: enrolled)))) => ((ref1 in Professor) && (ref2 in Student)))));3;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|(((ref0 in (ref1 . (Person <: teaches))) && (ref0 in (ref2 . (Person <: teaches)))) => (ref1 !in ((Person <: enrolled) . (ref2 . (Person <: teaches))))));23
this/inv2;(all ref0:(one Course),ref1:(one Person)|((ref0 in (ref1 . (Person <: teaches))) => (ref1 in Student)));2;(all ref0:(one Course),ref1:(one Person)|((ref0 in (ref1 . (Person <: teaches))) => (ref1 in Professor)));6
this/inv1;(all ref0:(one (Person - Student))|(none in (ref0 . (Person <: enrolled))));2;(all ref0:(one (Person - Student))|(none = (ref0 . (Person <: enrolled))));4
this/inv1;(all ref0:(one Course)|(no (((Person <: enrolled) . ref0) & Professor)));2;(all ref0:(one Course),ref1:(one (Person - Student))|(no (((Person <: enrolled) . ref0) & ref1)));5
this/inv9;(all ref0:(one Professor),ref1:(one Professor)|(((ref0 != ref1) && (some ((ref0 . (Person <: teaches)) & (ref1 . (Person <: teaches))))) => (no ((((Person <: enrolled) . (ref0 . (Person <: enrolled))) . (Person <: enrolled)) & (ref0 . (Person <: teaches))))));2;(all ref0:(one Professor),ref1:(one Professor)|(((ref0 != ref1) && (some ((ref0 . (Person <: teaches)) & (ref1 . (Person <: teaches))))) => (no ((ref0 . (Person <: enrolled)) & (ref1 . (Person <: teaches))))));10
this/inv6;(all ref0:(one Project),ref1:(one Student)|(some ref2:(one Course)|(((ref0 in (ref1 . (Person <: projects))) && (ref0 in (ref2 . (Course <: projects)))) => (ref2 in (ref1 . (Person <: enrolled))))));2;(all ref0:(one Project),ref1:(one Student)|(some ref2:(one Course)|((ref0 in (ref1 . (Person <: projects))) => ((ref0 in (ref2 . (Course <: projects))) && (ref2 in (ref1 . (Person <: enrolled)))))));8
this/inv5;((all ref0:(one Project),ref1:(one Student)|(ref0 in (ref1 . (Person <: projects)))) && (all ref2:(one Project)|(some ref3:(one Person)|(ref2 in (ref3 . (Person <: projects))))));2;((all ref0:(one Project)|(some ref1:(one Student)|(ref0 in (ref1 . (Person <: projects))))) && (((Person <: projects) . Project) in Student));10
this/inv9;(all ref0:(one Course),ref1:(one Professor)|((ref0 in (ref1 . (Person <: teaches))) => (all ref2:(one (Professor - ref1))|(ref0 !in (ref2 . (Person <: enrolled))))));2;(all ref0:(one Professor)|(ref0 in Professor));14
this/inv5;(some ref0:(one Person)|(all ref1:(one Project)|((ref1 in (ref0 . (Person <: projects))) => (ref0 in Student))));2;(all ref0:(one Person),ref1:(one Project)|(((ref1 in (ref0 . (Person <: projects))) => (ref0 in Student)) && (ref1 in (Person . (Person <: projects)))));10
this/inv5;(all ref0:(one Person)|((ref0 in ((Person <: projects) . Project)) => (ref0 in Student)));2;((all ref0:(one Person)|((ref0 in ((Person <: projects) . Project)) => (ref0 in Student))) && (all ref1:(one Project)|(some ((Person <: projects) . ref1))));8
this/inv5;(all ref0:(one Person),ref1:(one Project)|((ref1 in ((ref0 . (Person <: enrolled)) . (Course <: projects))) => (ref0 in Student)));2;(all ref0:(one Person),ref1:(one Project)|(((ref1 in (ref0 . (Person <: projects))) => (ref0 in Student)) && (ref1 in (Person . (Person <: projects)))));14
this/inv5;(all ref0:(one Person)|(ref0 in Student));2;((Person <: projects) in (Student some-> Project));5
this/inv5;(all ref0:(one Project)|(some ref1:(one Person)|((ref0 in (ref1 . (Person <: projects))) && (ref1 !in Professor))));2;((all ref0:(one Project)|(ref0 in (Student . (Person <: projects)))) && (all ref1:(one (Person - Student))|(none = (ref1 . (Person <: projects)))));12
this/inv3;(all ref0:(one Course)|(some ref1:(one Person)|((ref1 in Professor) => (ref0 in (ref1 . (Person <: teaches))))));2;(all ref0:(one Course)|(some ref1:(one Professor)|(ref0 in (ref1 . (Person <: teaches)))));8
this/inv5;(all ref0:(one Project)|(some ref1:(one Person)|((ref1 -> ref0) in (Person <: projects))));2;((Person <: projects) in (Student some-> Project));8
this/inv7;(all ref0:(one Student)|((# (ref0 . (Person <: enrolled))) = (# (ref0 . (Person <: projects)))));2;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one (ref1 . (Course <: projects)))|(ref2 in (ref0 . (Person <: projects)))));12
this/inv7;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one Project)|(((ref0 in (ref1 . (Person <: enrolled))) && (ref2 in (ref0 . (Course <: projects)))) => (ref2 in (ref1 . (Person <: projects))))));2;(all ref0:(one Course),ref1:(one Student)|((ref0 in (ref1 . (Person <: enrolled))) => (lone ref2:(one Project)|((ref2 in (ref0 . (Course <: projects))) && (ref2 in (ref1 . (Person <: projects)))))));8
this/inv7;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(one ref2:(one Project)|(ref2 in ref1)));2;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one (ref0 . (Person <: projects)))|(ref2 in (ref1 . (Course <: projects)))));8
this/inv7;(all ref0:(one Course),ref1:(one Student)|(one ref2:(one Project)|((ref0 in (ref1 . (Person <: enrolled))) && (ref2 in (ref0 . (Course <: projects))) && (ref2 in (ref1 . (Person <: projects))))));2;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one Project)|((ref0 in (ref1 . (Person <: enrolled))) && (ref2 in (ref0 . (Course <: projects))) && (ref2 in (ref1 . (Person <: projects))))));6
this/inv8;(all ref0:(one Course),ref1:(one Professor)|((ref1 !in ((Person <: enrolled) . ref0)) && (ref1 in ((Person <: teaches) . ref0))));2;(all ref0:(one Course)|(no (((Person <: enrolled) . ref0) & ((Person <: teaches) . ref0))));10
this/inv8;(all ref0:(one Professor),ref1:(one (ref0 . (Person <: teaches)))|(ref0 !in ref1));2;(all ref0:(one Professor),ref1:(one (ref0 . (Person <: teaches)))|(ref0 !in ((Person <: enrolled) . ref1)));6
this/inv8;(all ref0:(one Professor),ref1:(one (ref0 . (Person <: teaches)))|((ref0 . (Person <: enrolled)) !in ref1));2;(all ref0:(one Professor),ref1:(one (ref0 . (Person <: teaches)))|(ref0 !in ((Person <: enrolled) . ref1)));6
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|((ref0 in (ref1 . (Person <: teaches))) => (ref0 !in (ref2 . (Person <: teaches)))));2;(all ref0:(one Professor)|(ref0 in Professor));14
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|((ref1 in ((Person <: enrolled) . ref0)) => (ref2 !in ((Person <: teaches) . ref0))));2;(all ref0:(one Professor)|(ref0 in Professor));14
this/inv8;(all ref0:(one Professor),ref1:(one Professor)|(ref0 !in (ref1 . (Person <: teaches))));2;(all ref0:(one Professor),ref1:(one (ref0 . (Person <: teaches)))|(ref0 !in ((Person <: enrolled) . ref1)));6
this/inv9;(all ref0:(one Professor),ref1:(one Professor)|(some ref2:(one Course)|((ref0 in ((Person <: enrolled) . ref2)) => (ref1 !in ((Person <: teaches) . ref2)))));2;(all ref0:(one Professor)|(ref0 in Professor));14
this/inv6;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled))),ref2:(one (ref0 . (Person <: projects)))|(ref2 in (ref1 . (Course <: projects))));2;((Person <: projects) in ((Person <: enrolled) . (Course <: projects)));7
this/inv7;(all ref0:(one Student),ref1:(one (ref0 . (Person <: projects)))|(lone ref2:(one Course)|(ref1 in (ref2 . (Course <: projects)))));2;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one (ref1 . (Person <: projects)))|(ref2 in (ref0 . (Course <: projects)))));10
this/inv8;(all ref0:(one Course),ref1:(one Professor)|((ref0 in (ref1 . (Person <: teaches))) => (ref1 !in ((ref0 . (Course <: grades)) . Person))));2;(all ref0:(one Course),ref1:(one Professor)|((ref0 in (ref1 . (Person <: teaches))) => (ref1 !in ((Person <: enrolled) . ref0))));8
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|((ref1 in ((Person <: enrolled) . ref0)) && (ref2 !in ((Person <: teaches) . ref0))));2;(all ref0:(one Professor)|(ref0 in Professor));14
this/inv9;(all ref0:(one Course),ref1:(one Professor)|((ref1 in ((Person <: teaches) . ref0)) => (((Person <: enrolled) . ref0) !in Professor)));2;(all ref0:(one Professor)|(ref0 in Professor));13
this/inv14;(all ref0:(one Student),ref1:(one Student)|(lone ((ref0 . (Person <: projects)) - (ref1 . (Person <: projects)))));2;(all ref0:(one Student),ref1:(one (Student - ref0))|(lone ((ref0 . (Person <: projects)) & (ref1 . (Person <: projects)))));6
this/inv13;(all ref0:(one Course),ref1:(one Student)|((ref1 in ((ref0 . (Course <: grades)) . (ordering/last[]))) => (some ref2:(one Project)|(ref2 in (ref1 . (Person <: projects))))));2;(all ref0:(one Course),ref1:(one Student)|((ref1 in ((ref0 . (Course <: grades)) . (ordering/last[]))) => (some ref2:(one Project)|(ref2 in ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))))));10
this/inv9;(all ref0:(one Course),ref1:(one Person)|((ref0 in (ref1 . (Person <: enrolled))) => (ref1 !in Professor)));2;(all ref0:(one Professor)|(ref0 in Professor));11
this/inv9;(all ref0:(one Professor),ref1:(one (ref0 . (Person <: teaches))),ref2:(one (Professor - ref0))|(ref2 !in ref1));2;(all ref0:(one Professor)|(ref0 in Professor));10
this/inv9;(all ref0:(one Course),ref1:(one ((Person <: enrolled) . ref0))|(ref1 !in Professor));2;(all ref0:(one Professor)|(ref0 in Professor));7
this/inv9;(all ref0:(one Professor),ref1:(one (Professor - ref0))|(ref1 !in (ref0 . (Person <: teaches))));2;(all ref0:(one Professor)|(ref0 in Professor));9
this/inv11;(all ref0:(one Course),ref1:(one Grade),ref2:(one Person)|(((ref0 -> (ref2 -> ref1)) in (Course <: grades)) => (ref2 in Student)));2;(all ref0:(one Course),ref1:(one Grade),ref2:(one Student)|(((ref0 -> (ref2 -> ref1)) in (Course <: grades)) => (ref2 in ((Person <: enrolled) . ref0))));10
this/inv1;(none = (Professor . (Person <: enrolled)));2;(all ref0:(one (Person - Student))|(none = (ref0 . (Person <: enrolled))));3
this/inv1;(all ref0:(one Person)|((ref0 in Student) => ((# (ref0 . (Person <: enrolled))) > 0)));2;(all ref0:(one Person)|((ref0 !in Student) => ((# (ref0 . (Person <: enrolled))) = 0)));6
this/inv10;(all ref0:(one Course),ref1:(one Professor)|(no ((ref0 . (Course <: grades)) . ref1)));2;(all ref0:(one Course),ref1:(one (Person - Student))|(no (ref1 . (ref0 . (Course <: grades)))));6
this/inv9;(all ref0:(one Course)|(((Person <: teaches) . ref0) !in ((Person <: enrolled) . ref0)));2;(all ref0:(one Professor)|(ref0 in Professor));10
this/inv10;(all ref0:(one Course),ref1:(one Professor)|(no (ref1 . (ref0 . (Course <: grades)))));2;(all ref0:(one Course),ref1:(one (Person - Student))|(no (ref1 . (ref0 . (Course <: grades)))));4
this/inv11;(((Course . (Course <: grades)) . Grade) in Student);2;(((Course <: grades) . Grade) in (~ (Person <: enrolled)));5
this/inv15;(all ref0:(one Course),ref1:(one Student),ref2:(one Student)|((! disj[ref1,ref2]) || ((some ((ref0 . (Course <: projects)) & ((ref1 . (Person <: projects)) & (ref2 . (Person <: projects))))) => ((ref1 . (ref0 . (Course <: grades))) in (((ref2 . (ref0 . (Course <: grades))) + ((ref2 . (ref0 . (Course <: grades))) . (ordering/prev[]))) + ((ref2 . (ref0 . (Course <: grades))) . (ordering/next[])))))));2;(all ref0:(one Course),ref1:(one Student),ref2:(one Student)|((! disj[ref1,ref2]) || ((some ((ref0 . (Course <: projects)) & ((ref1 . (Person <: projects)) & (ref2 . (Person <: projects))))) => (all ref3:(one (ref1 . (ref0 . (Course <: grades)))),ref4:(one (ref2 . (ref0 . (Course <: grades))))|(ref3 in (ref4 + ((ref4 . (ordering/next[])) + (ref4 . (ordering/prev[])))))))));34
this/inv3;(all ref0:(one Course)|(some (ref0 . (Course <: grades))));2;(all ref0:(one Course)|(some ((Person <: teaches) . ref0)));4
this/inv7;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one Project)|(ref1 in ((Person <: projects) . ref2))));2;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one (ref1 . (Course <: projects)))|(ref2 in (ref0 . (Person <: projects)))));10
this/inv9;(all ref0:(one Course)|(no (((Person <: enrolled) . ref0) & ((Person <: teaches) . ref0))));2;(all ref0:(one Professor)|(no (((Person <: enrolled) . (ref0 . (Person <: teaches))) & ((Person <: teaches) . (ref0 . (Person <: teaches))))));6
this/inv1;(all ref0:(one Course),ref1:(one Person)|((ref0 = (ref1 . (Person <: enrolled))) => (ref1 in Student)));2;(all ref0:(one Course),ref1:(one Person)|((ref0 in (ref1 . (Person <: enrolled))) => (ref1 in Student)));6
this/inv5;(all ref0:(one Project)|(some (Person <: ((Person <: projects) . ref0))));2;((all ref0:(one Project)|(some (Person <: ((Person <: projects) . ref0)))) && (no ((Person - Student) . (Person <: projects))));9
this/inv11;(all ref0:(one Course),ref1:(one Grade),ref2:(one Student)|((ref0 in (ref2 . (Person <: enrolled))) => (ref2 in ((ref0 . (Course <: grades)) . ref1))));2;(all ref0:(one Course),ref1:(one Person)|((ref0 !in (ref1 . (Person <: enrolled))) => (no ((~ (ref0 . (Course <: grades))) . ref1))));13
this/inv3;(some (Person . (Person <: teaches)));2;(Course in (Person . (Person <: teaches)));3
this/inv6;(all ref0:(one Student),ref1:(one (ref0 . (Person <: projects)))|(ref1 in (ref0 . (Person <: enrolled))));2;(all ref0:(one Student),ref1:(one (ref0 . (Person <: projects)))|(((Course <: projects) . ref1) in (ref0 . (Person <: enrolled))));6
this/inv3;(some (Course . (Person <: teaches)));2;(all ref0:(one Course)|(some ((Person <: teaches) . ref0)));3
this/inv7;(all ref0:(one Person),ref1:(one Project),ref2:(one Project)|(((ref1 in (ref0 . (Person <: projects))) && (ref2 in (ref0 . (Person <: projects)))) => (ref1 = ref2)));2;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one Project)|((ref1 in ((Person <: projects) . ref2)) && (ref2 in (ref0 . (Course <: projects))))));14
this/inv9;(all ref0:(one Course),ref1:(one Person),ref2:(one Person)|(((ref0 in (ref1 . (Person <: enrolled))) && (ref0 in (ref2 . (Person <: teaches)))) => ((ref1 !in Professor) && (ref2 in Professor))));2;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|(((ref0 in (ref1 . (Person <: teaches))) && (ref0 in (ref2 . (Person <: teaches)))) => (ref1 !in ((Person <: enrolled) . (ref2 . (Person <: teaches))))));18
this/inv6;(all ref0:(one Student)|(some ref1:(one Course)|((all ref2:(one (ref0 . (Person <: projects)))|(ref2 in (ref1 . (Course <: projects)))) && (ref1 in (ref0 . (Person <: enrolled))))));2;(all ref0:(one Student),ref1:(one (ref0 . (Person <: projects)))|((ref1 . (~ (Course <: projects))) in (ref0 . (Person <: enrolled))));12
this/inv7;(all ref0:(one Student)|(one ref1:(one Project)|(((ref0 -> ref1) in (Person <: projects)) => (some ref2:(one Course)|(((ref0 -> ref2) in (Person <: enrolled)) && ((ref2 -> ref1) in (Course <: projects)))))));2;(all ref0:(one Person)|((ref0 in Student) => (all ref1:(one Course)|(lone ref2:(one Project)|(((ref0 -> ref2) in (Person <: projects)) && ((ref1 -> ref2) in (Course <: projects)))))));14
this/inv14;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|(((ref0 != ref1) && (ref0 in (ref2 . (Person <: projects))) && (ref1 in (ref2 . (Person <: projects))) && (ref2 != ref3)) => ((ref2 !in none) && (ref3 !in none))));2;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|(((ref0 != ref1) && (ref0 in ((ref2 . (Person <: projects)) & (ref3 . (Person <: projects)))) && (ref1 in (ref2 . (Person <: projects))) && (ref2 != ref3)) => (ref1 !in (ref3 . (Person <: projects)))));20
this/inv8;(all ref0:(one Professor)|(some ref1:(one Course)|((ref1 in (ref0 . (Person <: teaches))) => (ref1 !in (ref0 . (Person <: enrolled))))));2;(all ref0:(one Course),ref1:(one Person)|((ref1 in (ref0 . (~ (Person <: teaches)))) => (ref1 !in (ref0 . (~ (Person <: enrolled))))));6
this/inv6;((Student . (Person <: projects)) in ((Student . (Person <: enrolled)) . (Course <: projects)));2;((Person <: projects) in ((Person <: enrolled) . (Course <: projects)));4
this/inv10;(all ref0:(one Course),ref1:(one Person)|((some ((ref0 . (Course <: grades)) . ref1)) => (ref1 in Student)));2;(all ref0:(one Course),ref1:(one Person)|((some (ref1 . (ref0 . (Course <: grades)))) => (ref1 in Student)));6
this/inv10;(all ref0:(one Grade),ref1:(one Student)|(ref0 in (ref1 . ((ref1 . (Person <: enrolled)) . (Course <: grades)))));2;(((Course . (Course <: grades)) . Grade) in Student);10
this/inv6;(none = (((Student . (Person <: enrolled)) - Student) . (Course <: projects)));2;((Person <: projects) in ((Person <: enrolled) . (Course <: projects)));8
this/inv6;(none = ((Student . (Person <: projects)) - ((Student . (Person <: enrolled)) . (Course <: projects))));2;(all ref0:(one Student)|(none = ((ref0 . (Person <: projects)) - ((ref0 . (Person <: enrolled)) . (Course <: projects)))));5
this/inv14;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|((((ref0 != ref1) && (ref0 in (ref2 . (Person <: projects))) && (ref0 in (ref3 . (Person <: projects))) && (ref2 != ref3)) => (ref1 !in (ref2 . (Person <: projects)))) || (ref0 !in (ref3 . (Person <: projects)))));2;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|((((ref0 != ref1) && (ref0 in (ref2 . (Person <: projects))) && (ref0 in (ref3 . (Person <: projects))) && (ref2 != ref3)) => (ref1 !in (ref2 . (Person <: projects)))) || (ref1 !in (ref3 . (Person <: projects)))));10
this/inv9;(all ref0:(one Professor),ref1:(one Professor),ref2:(one (ref0 . (Person <: teaches)))|((! disj[ref0,ref1]) || (ref2 !in (ref1 . (Person <: enrolled)))));2;(all ref0:(one Professor)|(ref0 in Professor));15
this/inv5;(all ref0:(one Project)|(ref0 in (Student . (Person <: projects))));2;((Person <: projects) in (Student some-> Project));7
this/inv3;(some (Person <: teaches));2;(all ref0:(one Course)|(some ((Person <: teaches) . ref0)));3
this/inv15;(all ref0:(one Course),ref1:(one Grade),ref2:(one Project),ref3:(one Student),ref4:(one (Student - ref3))|((((ref0 -> (ref3 -> ref1)) in (Course <: grades)) && ((ref3 -> ref2) in (Person <: projects)) && ((ref4 -> ref2) in (Person <: projects))) => (1 > (# (ref0 -> (ref4 -> ref1))))));2;(all ref0:(one Course),ref1:(one (ref0 . (Course <: projects)))|((ordering/max[(((Person <: projects) . ref1) . (ref0 . (Course <: grades)))]) in ((ordering/min[(((Person <: projects) . ref1) . (ref0 . (Course <: grades)))]) . (iden + (ordering/next[])))));39
this/inv5;(all ref0:(one Person),ref1:(one Project)|((ref1 in (ref0 . (Person <: projects))) => ((some ref2:(one Person)|(ref1 in (ref2 . (Person <: enrolled)))) && (ref0 in Student))));2;(all ref0:(one Person),ref1:(one Project)|((some ref2:(one Person)|(ref1 in (ref2 . (Person <: projects)))) && ((ref1 in (ref0 . (Person <: projects))) => (ref0 in Student))));16
this/inv6;(all ref0:(one Course),ref1:(one Student),ref2:(one (ref1 . (Person <: projects)))|((ref0 in (ref1 . (Person <: enrolled))) && (ref2 in (ref0 . (Course <: projects)))));2;(all ref0:(one Student),ref1:(one (ref0 . (Person <: projects)))|(some ref2:(one Course)|((ref0 in ((Person <: enrolled) . ref2)) && (ref2 in ((Course <: projects) . ref1)))));10
