;predicate;formula;frequency;closest_solution;solution_distance
556;this/inv6;(all ref0:(one Track)|(one ref1:(one Signal)|((((ref0 -> ref1) in (Track <: signals)) && (ref0 in Entry)) => (ref1 in Speed))));1;(all ref0:(one Entry)|(some ref1:(one Signal)|(((ref0 -> ref1) in (Track <: signals)) && (ref1 in Speed))));10
557;this/inv1;(some ref0:(one Entry),ref1:(one Junction)|((ref0 in Track) && (ref1 in Track)));1;(some ref0:(one Entry),ref1:(one Exit)|((ref0 in Track) && (ref1 in Track)));4
558;this/inv5;(Junction = (Track - ((Track . (Track <: succs)) . (Track <: succs))));1;(Junction = (Track - {ref0:(one Track)|(lone ((Track <: succs) . ref0))}));6
559;this/inv2;(all ref0:(one Track),ref1:(one Track)|((no ((ref0 . (Track <: signals)) & (ref1 . (Track <: signals)))) && (ref0 != ref1)));1;(all ref0:(one Signal)|(some ref1:(one Track)|((no (ref0 & ((Track - ref1) . (Track <: signals)))) && (ref0 in (ref1 . (Track <: signals))))));12
560;this/inv4;(Track in (Entry . (* (Track <: succs))));1;(Entry = (Track - (Track . (Track <: succs))));7
561;this/inv1;(some ref0:(one Entry),ref1:(one Junction)|((ref0 in Entry) || (ref1 in Track)));1;(some ref0:(one Entry),ref1:(one Exit)|((ref0 in Track) || (ref1 in Track)));6
562;this/inv4;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) => (ref0 in Entry)));1;(all ref0:(one Track)|((no (ref0 . (~ (Track <: succs)))) <=> (ref0 in Entry)));5
563;this/inv5;(Junction = (Track - ((Track . (Track <: succs)) . (^ (Track <: succs)))));1;(Junction = (Track - {ref0:(one Track)|(lone ((Track <: succs) . ref0))}));7
564;this/inv9;(all ref0:(one Signal),ref1:(one Track),ref2:(one Track)|((((ref1 -> ref2) in (Track <: succs)) && (ref2 in Junction)) => ((ref0 !in Semaphore) && ((ref1 -> ref0) in (Track <: signals)))));1;(all ref0:(one Track)|((! (some ref1:(one Junction)|((ref0 -> ref1) in (Track <: succs)))) => (! (some ref2:(one Semaphore)|((ref0 -> ref2) in (Track <: signals))))));20
565;this/inv4;(Track in (Entry . (^ (Track <: succs))));1;(Entry = (Track - (Track . (^ (Track <: succs)))));6
566;this/inv2;(all ref0:(one Signal)|(lone (ref0 . (Track <: signals))));1;(all ref0:(one Signal)|(one (ref0 . (~ (Track <: signals)))));5
567;this/inv4;((one Entry) && (Track in (Entry . (* (Track <: succs)))));1;(Entry = (Track - (Track . (Track <: succs))));8
568;this/inv9;(all ref0:(one Track),ref1:(one Track)|(some ref2:(one Signal)|((((ref0 -> ref1) in (Track <: succs)) && (ref1 in Junction)) => (((ref0 -> ref2) in (Track <: signals)) && (ref2 !in Semaphore)))));1;(all ref0:(one Track)|((all ref1:(one Track)|(((ref0 -> ref1) in (Track <: succs)) => (ref1 !in Junction))) => (all ref2:(one Signal)|(((ref0 -> ref2) in (Track <: signals)) => (ref2 !in Semaphore)))));12
569;this/inv5;(Junction in (Track . (^ ((Track <: succs) . (Track <: succs)))));1;(Junction = (Track - {ref0:(one Track)|(lone ((Track <: succs) . ref0))}));9
570;this/inv6;(all ref0:(one Track)|(some ref1:(one Signal)|(((ref0 in Entry) && (ref1 in (ref0 . (Track <: signals)))) => (ref1 in Speed))));1;(all ref0:(one Track)|(some ref1:(one Signal)|((ref0 in Entry) => ((ref1 in (ref0 . (Track <: signals))) && (ref1 in Speed)))));6
571;this/inv4;(all ref0:(one Entry)|(no (ref0 . (Track <: succs))));1;(Entry = {ref0:(one Track)|(no ((Track <: succs) . ref0))});6
572;this/inv9;(all ref0:(one Signal),ref1:(one Track),ref2:(one Track)|((((ref1 -> ref0) in (Track <: signals)) && ((ref1 -> ref2) in (Track <: succs)) && (ref2 in Junction)) => (ref0 !in Semaphore)));1;(all ref0:(one Track)|((ref0 !in ((Track <: succs) . Junction)) => (ref0 !in ((Track <: signals) . Semaphore))));19
573;this/inv5;(all ref0:(one Track),ref1:(one Track),ref2:(one Track)|(((ref1 in ((Track <: succs) . ref0)) && (ref2 in ((Track <: succs) . ref0))) <=> (ref0 in Junction)));1;(all ref0:(one Track)|(((! (one ((Track <: succs) . ref0))) && (some ((Track <: succs) . ref0))) <=> (ref0 in Junction)));11
574;this/inv1;(all ref0:(one Track)|(some ref1:(one Entry),ref2:(one Exit)|((ref0 in (ref1 . (Track <: succs))) && (ref1 in (ref0 . (Track <: succs))))));1;(some ref0:(one Entry),ref1:(one Exit)|((ref0 in Track) && (ref1 in Track)));13
575;this/inv4;((no (Entry -> Entry)) && (Track in (Entry . (* (Track <: succs)))));1;(Entry = (Track - (Track . (Track <: succs))));10
576;this/inv5;(all ref0:(one Track)|((ref0 in Junction) <=> (ref0 in (((Track . (Track <: succs)) . (Track <: succs)) . (^ (Track <: succs))))));1;(all ref0:(one Track)|((some ref1:(one (ref0 . (~ (Track <: succs)))),ref2:(one (ref0 . (~ (Track <: succs))))|(ref1 != ref2)) <=> (ref0 in Junction)));17
577;this/inv3;(all ref0:(one Track),ref1:(one Track)|((no (Track <: succs)) => (ref0 in Exit)));1;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));7
578;this/inv1;(all ref0:(one Track)|(some ref1:(one Entry),ref2:(one Exit)|((ref0 in (ref2 . (Track <: succs))) && (ref1 in (ref0 . (Track <: succs))))));1;(some ref0:(one Entry),ref1:(one Exit)|((ref0 in Track) && (ref1 in Track)));13
579;this/inv6;(all ref0:(one Track)|(some ref1:(one Speed)|((ref0 in Entry) && (ref1 in (ref0 . (Track <: signals))))));1;(all ref0:(one Track)|((ref0 in Entry) => (some ref1:(one Speed)|(ref1 in (ref0 . (Track <: signals))))));6
580;this/inv9;(all ref0:(one Signal),ref1:(one Track),ref2:(one Track)|((((ref1 -> ref2) in (Track <: succs)) && (ref1 in Junction) && ((ref2 -> ref0) in (Track <: signals))) => (ref0 !in Semaphore)));1;(all ref0:(one Track)|((all ref1:(one Track)|(((ref0 -> ref1) in (Track <: succs)) => (ref1 !in Junction))) => (all ref2:(one Signal)|(((ref0 -> ref2) in (Track <: signals)) => (ref2 !in Semaphore)))));17
581;this/inv3;(all ref0:(one Track)|((no (Track <: succs)) => (ref0 in Exit)));1;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));6
582;this/inv5;(Junction in ((Track . (Track <: succs)) . (^ (Track <: succs))));1;(Junction = {ref0:(one Track)|(! (lone ((Track <: succs) . ref0)))});10
583;this/inv8;(Exit in (Track . (* (Track <: succs))));1;(all ref0:(one Entry)|(Exit in (ref0 . (* (Track <: succs)))));3
584;this/inv9;(all ref0:(one Signal),ref1:(one Track),ref2:(one Track)|((((ref1 -> ref2) in (Track <: succs)) && (ref1 in Junction)) => ((ref0 !in Semaphore) && ((ref2 -> ref0) in (Track <: signals)))));1;(all ref0:(one Track)|((! (some ref1:(one Junction)|((ref0 -> ref1) in (Track <: succs)))) => (! (some ref2:(one Semaphore)|((ref0 -> ref2) in (Track <: signals))))));20
585;this/inv3;(no ((Exit . (Track <: succs)) & (Track . (Track <: succs))));1;(Exit = (Track - (Track . (~ (Track <: succs)))));8
586;this/inv5;(Junction in (((Track . (Track <: succs)) . (^ (Track <: succs))) - Junction));1;(Junction = (Track - {ref0:(one Track)|(lone ((Track <: succs) . ref0))}));11
587;this/inv6;((Track <: signals) in (Entry ->some Signal));1;(Entry in ((Track <: signals) . Speed));6
588;this/inv3;(all ref0:(one Track)|((ref0 in Exit) => (no (Track <: succs))));1;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));10
589;this/inv5;(all ref0:(one Junction)|((# ((Track <: succs) . ref0)) = 2));1;(Junction = {ref0:(one Track)|(! (lone ((Track <: succs) . ref0)))});7
590;this/inv9;(all ref0:(one Signal),ref1:(one Track),ref2:(one Track)|((((ref1 -> ref2) in (Track <: succs)) && (ref2 !in Junction)) => ((ref0 !in Semaphore) && ((ref1 -> ref0) in (Track <: signals)))));1;(all ref0:(one Track)|((! (some ref1:(one Junction)|((ref0 -> ref1) in (Track <: succs)))) => (! (some ref2:(one Semaphore)|((ref0 -> ref2) in (Track <: signals))))));20
591;this/inv8;((Track -> Exit) in (^ (Track <: succs)));1;((Entry -> Exit) in (* (Track <: succs)));4
592;this/inv5;(all ref0:(one Track)|((lone ((Track <: succs) . ref0)) <=> (ref0 in Junction)));1;(all ref0:(one Track)|((! (lone ((Track <: succs) . ref0))) <=> (ref0 in Junction)));3
593;this/inv6;(all ref0:(one Signal),ref1:(one Track)|((((ref1 -> ref0) in (Track <: signals)) && (ref1 = Entry)) => (Speed in ref0)));1;(all ref0:(one Entry)|(some ref1:(one Signal)|(((ref0 -> ref1) in (Track <: signals)) && (ref1 in Speed))));14
594;this/inv8;((Track -> Exit) in (* (Track <: succs)));1;((Entry -> Exit) in (* (Track <: succs)));2
595;this/inv3;(all ref0:(one Exit)|(no ((ref0 . (Track <: succs)) & Track)));1;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));8
596;this/inv3;((all ref0:(one Track)|((no (ref0 . (Track <: succs))) => (ref0 in Exit))) && (Track !in (Track . (^ (Track <: succs)))));1;((all ref0:(one Track)|((no (ref0 . (Track <: succs))) => (ref0 in Exit))) && (no (Exit . (Track <: succs))));8
597;this/inv8;(all ref0:(one Track),ref1:(one Track)|(((ref0 in Entry) && (ref1 in Exit)) => (ref0 in (ref1 . (^ (Track <: succs))))));1;(all ref0:(one Track),ref1:(one Track)|(((ref0 in Entry) && (ref1 in Exit)) => ((ref0 -> ref1) in (* (Track <: succs)))));8
598;this/inv5;(all ref0:(one Junction)|(ref0 in (((Track . (Track <: succs)) . (^ (Track <: succs))) - ref0)));1;(Junction = (Track - {ref0:(one Track)|(lone ((Track <: succs) . ref0))}));12
599;this/inv5;(all ref0:(one Track)|(some ref1:(one Track)|(((ref1 in ((Track <: succs) . ref0)) && (some ((Track <: succs) . ref0))) <=> (ref0 in Junction))));1;(all ref0:(one Track)|(((! (one ((Track <: succs) . ref0))) && (some ((Track <: succs) . ref0))) <=> (ref0 in Junction)));7
600;this/inv5;(all ref0:(one Junction)|(ref0 in ((Track . (^ (Track <: succs))) - ref0)));1;(Junction = (Track - {ref0:(one Track)|(lone ((Track <: succs) . ref0))}));10
601;this/inv3;(some (Track - Exit));1;(Exit = (Track - ((Track <: succs) . Track)));7
602;this/inv4;(all ref0:(one Track),ref1:(one (Track - ref0))|(((ref1 -> ref0) !in (Track <: succs)) => (ref0 in Entry)));1;(all ref0:(one Track)|((all ref1:(one Track)|((ref1 -> ref0) !in (Track <: succs))) <=> (ref0 in Entry)));6
603;this/inv9;(no ((((Track <: succs) . (Track - Junction)) . (Track <: signals)) & Semaphore));1;(no (((Track - ((Track <: succs) . Junction)) . (Track <: signals)) :> Semaphore));6
604;this/inv3;(all ref0:(one Exit),ref1:(one Track)|((ref0 != ref1) && ((ref0 -> ref1) !in (Track <: succs))));1;(all ref0:(one Track)|((all ref1:(one Track)|((ref0 -> ref1) !in (Track <: succs))) <=> (ref0 in Exit)));12
605;this/inv3;(some ((Track - Exit) . (Track <: succs)));1;(Exit = (Track - (Track . (~ (Track <: succs)))));8
606;this/inv5;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 1) => (ref0 = Junction)));1;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 1) <=> (ref0 in Junction)));6
607;this/inv9;(all ref0:(one Track)|(! (some ((ref0 . (^ (Track <: succs))) & Junction))));1;(all ref0:(one Track)|((! (some ((ref0 . (Track <: succs)) & Junction))) => (! (some ((ref0 . (Track <: signals)) & Semaphore)))));11
608;this/inv7;(all ref0:(one Track),ref1:(one Track),ref2:(one Track)|(((ref1 in (ref0 . (Track <: succs))) && (ref2 in (ref1 . (Track <: succs)))) => ((ref0 != ref1) && (ref1 != ref2))));1;(all ref0:(one Track),ref1:(one Track)|((ref0 in (ref1 . (^ (Track <: succs)))) => (ref0 != ref1)));18
609;this/inv2;((Track . (Track <: signals)) in Signal);1;((Track <: signals) in (Track one-> Signal));4
610;this/inv5;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 0) => (ref0 in Junction)));1;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 1) <=> (ref0 in Junction)));4
611;this/inv7;(all ref0:(one Track),ref1:(one Track),ref2:(one Track)|(((ref1 in (ref0 . (Track <: succs))) && (ref2 in (ref1 . (Track <: succs)))) => ((ref0 != ref1) && (ref0 != ref2) && (ref1 != ref2))));1;(all ref0:(one Track),ref1:(one Track)|((ref0 in (ref1 . (^ (Track <: succs)))) => (ref0 != ref1)));21
612;this/inv3;(all ref0:(one Track)|(((no (ref0 . (Track <: succs))) && (ref0 !in (ref0 . (Track <: succs)))) => (ref0 in Exit)));1;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));10
613;this/inv5;(all ref0:(one Track)|((ref0 in Junction) => ((some ((Track <: succs) . ref0)) && (some (ref0 . (Track <: succs))))));1;(Junction = {ref0:(one Track)|(! (lone ((Track <: succs) . ref0)))});14
614;this/inv7;(all ref0:(one Track),ref1:(one Track)|((ref1 in (ref0 . (Track <: succs))) => ((ref0 != ref1) && (ref0 !in (ref0 . (Track <: succs))))));1;(all ref0:(one univ)|((ref0 in Track) => (ref0 !in (ref0 . (^ (Track <: succs))))));12
615;this/inv5;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 2) => (ref0 in Junction)));1;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 1) <=> (ref0 in Junction)));4
616;this/inv1;((lone Exit) && (some Entry));1;((some Entry) && (some Exit));4
617;this/inv5;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 1) => (ref0 in ((Track - Exit) - Entry))));1;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 1) <=> (ref0 in Junction)));10
618;this/inv9;(all ref0:(one Track)|((Junction !in (ref0 . (Track <: succs))) => (! (Semaphore in (ref0 . (Track <: signals))))));1;(all ref0:(one Track)|((no ((ref0 . (Track <: succs)) & Junction)) => (! (some ref1:(one Semaphore)|(ref1 in (ref0 . (Track <: signals)))))));10
619;this/inv7;((all ref0:(one Track),ref1:(one Track)|((ref1 in (ref0 . (Track <: succs))) => (ref0 != ref1))) && (all ref2:(one Track)|(ref2 !in (ref2 . (Track <: succs)))));1;(all ref0:(one Track),ref1:(one Track)|((ref0 in (ref1 . (^ (Track <: succs)))) => (ref0 != ref1)));16
620;this/inv5;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 1) => (ref0 in (Junction & Track))));1;(all ref0:(one Track)|(((# ((Track <: succs) . ref0)) > 1) <=> (ref0 in Junction)));6
621;this/inv6;(all ref0:(one Entry)|(one ((Track <: signals) . Speed)));1;(Entry in ((Track <: signals) . Speed));4
622;this/inv9;(all ref0:(one Track)|(some ref1:(one Junction)|((no ((ref0 . (Track <: signals)) & Speed)) <=> (no ((ref0 . (Track <: succs)) & Junction)))));1;(all ref0:(one Track)|((no ((ref0 . (Track <: succs)) & Junction)) => (no ((ref0 . (Track <: signals)) & Semaphore))));13
623;this/inv5;(all ref0:(one Junction)|((ref0 !in (ref0 . (Track <: succs))) && (ref0 in ((Track . (Track <: succs)) . (^ (Track <: succs))))));1;(all ref0:(one Track)|((! (lone ((Track <: succs) . ref0))) <=> (ref0 in Junction)));17
624;this/inv7;((all ref0:(one Track),ref1:(one Track)|((ref0 != ref1) => (ref1 in (ref0 . (Track <: succs))))) && (all ref2:(one Track)|(ref2 !in (ref2 . (Track <: succs)))));1;(all ref0:(one Track)|(ref0 !in (ref0 . (^ (Track <: succs)))));17
625;this/inv6;(all ref0:(one Entry)|(one Speed));1;(Entry in ((Track <: signals) . Speed));6
626;this/inv7;((all ref0:(one Track),ref1:(one Track)|((ref0 != ref1) => ((ref0 in (ref1 . (Track <: succs))) && (ref1 in (ref0 . (Track <: succs)))))) && (all ref2:(one Track)|(ref2 !in (ref2 . (Track <: succs)))));1;(all ref0:(one Track),ref1:(one Track)|((ref0 in (ref1 . (Track <: succs))) => (ref1 !in (ref0 . (^ (Track <: succs))))));18
627;this/inv3;(all ref0:(one Track)|((ref0 in Exit) => (lone (ref0 . (Track <: succs)))));1;(all ref0:(one Track)|((ref0 !in Exit) <=> (some (ref0 . (Track <: succs)))));8
628;this/inv4;(all ref0:(one Entry),ref1:(one Track)|((ref0 !in (ref1 . (^ (Track <: succs)))) && (ref1 !in Entry)));1;(all ref0:(one Track)|((all ref1:(one Track)|(ref0 !in (ref1 . (Track <: succs)))) <=> (ref0 in Entry)));11
629;this/inv3;(some (Exit . (Track <: succs)));1;(Exit = (Track - ((Track <: succs) . Track)));7
630;this/inv5;(all ref0:(one Track)|(Junction in ((ref0 . (Track <: succs)) . (^ (Track <: succs)))));1;(Junction = {ref0:(one Track)|(! (lone ((Track <: succs) . ref0)))});11
631;this/inv5;(all ref0:(one Track)|(some ref1:(one (Track - ref0)),ref2:(one ((Track - ref0) - ref1))|((ref0 in (ref1 . (Track <: succs))) && (ref0 in (ref2 . (Track <: succs))))));1;(all ref0:(one Track)|((some ref1:(one Track),ref2:(one Track)|((ref0 in (ref1 . (Track <: succs))) && (ref0 in (ref2 . (Track <: succs))) && (ref1 != ref2))) <=> (ref0 in Junction)));13
632;this/inv9;(all ref0:(one Track),ref1:(one (ref0 . (Track <: succs)))|((ref1 !in Junction) => (no ((ref0 . (Track <: signals)) & Speed))));1;(all ref0:(one Track)|((no ((ref0 . (Track <: succs)) & Junction)) => (no ((ref0 . (Track <: signals)) & Semaphore))));12
633;this/inv3;(all ref0:(one Track)|((ref0 in Exit) => ((no (ref0 . (Track <: succs))) && (ref0 !in Junction))));1;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));12
634;this/inv4;(all ref0:(one Track)|(some ref1:(one Entry)|(ref1 !in (ref0 . (^ (Track <: succs))))));1;(Entry = (Track - (Track . (^ (Track <: succs)))));10
635;this/inv9;(all ref0:(one Track),ref1:(one Track)|((! disj[ref0,ref1]) || (((ref1 !in (ref0 . (^ (Track <: succs)))) && (ref1 in Junction)) => (all ref2:(one Semaphore)|(ref2 !in (ref0 . (Track <: signals)))))));1;(all ref0:(one Track)|((all ref1:(one Junction)|(ref1 !in (ref0 . (Track <: succs)))) => (all ref2:(one Semaphore)|(ref2 !in (ref0 . (Track <: signals))))));16
636;this/inv3;((all ref0:(one Track),ref1:(one Track)|(((ref0 -> ref1) in (Track <: succs)) => (ref1 !in Exit))) && (no (Exit . (Track <: succs))));1;((all ref0:(one Track)|((no (ref0 . (Track <: succs))) => (ref0 in Exit))) && (no (Exit . (Track <: succs))));12
637;this/inv8;(all ref0:(one Exit),ref1:(one Track)|((ref1 in Entry) => (ref0 in (ref1 . (^ (Track <: succs))))));1;(all ref0:(one Track),ref1:(one Track)|(((ref0 in Exit) && (ref1 in Entry)) => (ref0 in (ref1 . (* (Track <: succs))))));10
638;this/inv9;(all ref0:(one Track)|((Junction in (ref0 . (Track <: succs))) => (Semaphore !in (ref0 . (Track <: signals)))));1;(all ref0:(one Track)|((! (some ref1:(one Junction)|(ref1 in (ref0 . (Track <: succs))))) => (all ref2:(one Semaphore)|(ref2 !in (ref0 . (Track <: signals))))));9
639;this/inv6;(all ref0:(one Speed),ref1:(one Track)|((ref1 in Entry) => (Speed in (ref1 . (Track <: signals)))));1;(Entry in ((Track <: signals) . Speed));10
640;this/inv3;((all ref0:(one Track),ref1:(one Track)|(((ref0 -> ref1) in (Track <: succs)) => (ref0 !in Exit))) && (no (Exit . (Track <: succs))));1;((all ref0:(one Track)|((no (ref0 . (Track <: succs))) => (ref0 in Exit))) && (no (Exit . (Track <: succs))));10
641;this/inv3;(all ref0:(one Track)|((ref0 in Exit) => ((no (ref0 . (Track <: succs))) && (ref0 !in (Entry + Junction)))));1;(all ref0:(one Track)|((no (ref0 . (Track <: succs))) <=> (ref0 in Exit)));14
642;this/inv9;(all ref0:(one Track)|((Junction !in (ref0 . (Track <: succs))) <=> (Semaphore !in (ref0 . (Track <: signals)))));1;(all ref0:(one Track)|((all ref1:(one Junction)|(ref1 !in (ref0 . (Track <: succs)))) => (all ref2:(one Semaphore)|(ref2 !in (ref0 . (Track <: signals))))));10
643;this/inv5;(all ref0:(one Track),ref1:(one Track)|((! disj[ref0,ref1]) || (((ref0 in (ref1 . (Track <: succs))) && (ref0 in ((Track - ref1) . (Track <: succs)))) <=> (ref0 in Junction))));1;(all ref0:(one Track)|((some ref1:(one Track),ref2:(one Track)|((ref0 in (ref1 . (Track <: succs))) && (ref0 in (ref2 . (Track <: succs))) && (ref1 != ref2))) <=> (ref0 in Junction)));17
644;this/inv6;(all ref0:(one Speed),ref1:(one Track)|((ref1 in Entry) => (some ((Track <: signals) . ref0))));1;(all ref0:(one Track)|((ref0 in Entry) => (some ((ref0 . (Track <: signals)) & Speed))));9
645;this/inv3;((all ref0:(one Track)|((no (ref0 . (Track <: succs))) => ((ref0 !in (Entry + Junction)) && (ref0 in Exit)))) && (all ref1:(one Track)|(ref1 !in (ref1 . (Track <: succs)))));1;((all ref0:(one Track)|((no (ref0 . (Track <: succs))) => (ref0 in Exit))) && (all ref1:(one Exit)|(no (ref1 . (Track <: succs)))));13
646;this/inv10;(all ref0:(one Track)|(((Track <: succs) . ref0) !in Junction));1;(((Track <: signals) . Semaphore) = ((Track <: succs) . Junction));9
647;this/inv9;(all ref0:(one Semaphore),ref1:(one Track)|((ref1 !in Junction) => (ref0 !in (ref1 . (Track <: signals)))));1;(all ref0:(one Semaphore),ref1:(one Track)|((no ((ref1 . (Track <: succs)) & Junction)) => (ref0 !in (ref1 . (Track <: signals)))));9
648;this/inv6;(all ref0:(one Speed),ref1:(one Track)|((ref1 in Entry) => (one ((Track <: signals) . ref0))));1;(Entry in ((Track <: signals) . Speed));9
649;this/inv5;(all ref0:(one Track),ref1:(one Track)|(((ref0 != ref1) && (ref0 in (ref1 . (Track <: succs))) && (ref0 in ((Track - ref1) . (Track <: succs)))) <=> (ref0 in Junction)));1;(all ref0:(one Track)|((some ref1:(one Track),ref2:(one Track)|((ref0 in (ref1 . (Track <: succs))) && (ref0 in (ref2 . (Track <: succs))) && (ref1 != ref2))) <=> (ref0 in Junction)));15
650;this/inv10;(all ref0:(one Track)|(some ref1:(one Junction)|((some ref2:(one Semaphore)|(ref2 in (ref0 . (Track <: signals)))) <=> (ref1 in (ref0 . (Track <: succs))))));1;(((Track <: signals) . Semaphore) = ((Track <: succs) . Junction));13
651;this/inv9;(all ref0:(one Semaphore),ref1:(one Track)|((ref0 !in (ref1 . (Track <: signals))) => (ref1 !in Junction)));1;(((Track <: signals) . Semaphore) in ((Track <: succs) . Junction));12
652;this/inv5;(all ref0:(one Track)|(some ref1:(one Track),ref2:(one Track)|(disj[ref1,ref2] && (((ref1 + ref2) in ((Track <: succs) . ref0)) => (ref0 in Junction)))));1;(all ref0:(one Track)|((some ref1:(one Track),ref2:(one Track)|(disj[ref1,ref2] && ((ref1 + ref2) in ((Track <: succs) . ref0)))) <=> (ref0 in Junction)));10
653;this/inv3;((Exit . (Track <: succs)) = (Track . (Track <: succs)));1;(Exit = (Track - (Track . (~ (Track <: succs)))));5
654;this/inv3;(no ref0:(one Exit)|(some (ref0 . (Track <: succs))));1;(all ref0:(one Track)|((ref0 !in Exit) <=> (some (ref0 . (Track <: succs)))));6
655;this/inv10;(all ref0:(one Track)|((((Track <: succs) . ref0) in Junction) => (some (ref0 . (Track <: signals)))));1;(all ref0:(one Track)|((ref0 in ((Track <: succs) . Junction)) => (some ((ref0 . (Track <: signals)) & Semaphore))));8
656;this/inv10;(all ref0:(one Semaphore),ref1:(one Track)|((Junction in (ref1 . (Track <: succs))) => (ref0 in (ref1 . (Track <: signals)))));1;(all ref0:(one Track)|((ref0 in ((Track <: succs) . Junction)) => (ref0 in ((Track <: signals) . Semaphore))));9
657;this/inv9;(all ref0:(one Track)|(((ref0 . (Track <: signals)) !in Semaphore) <=> ((ref0 . (Track <: succs)) !in Junction)));1;(((Track <: signals) . Semaphore) in ((Track <: succs) . Junction));11
658;this/inv10;(all ref0:(one Track)|(some ref1:(one Junction)|((ref1 in (ref0 . (Track <: succs))) => (some (ref0 . (Track <: signals))))));1;(all ref0:(one Track)|((some ref1:(one Junction)|(ref1 in (ref0 . (Track <: succs)))) => (some ref2:(one Semaphore)|(ref2 in (ref0 . (Track <: signals))))));8
659;this/inv10;(all ref0:(one Track)|(((ref0 . (Track <: succs)) in Junction) => (some (ref0 . (Track <: signals)))));1;(all ref0:(one Track)|((ref0 in ((Track <: succs) . Junction)) => (some ((ref0 . (Track <: signals)) & Semaphore))));6
660;this/inv1;(all ref0:(one Track)|((Entry in Track) && (Exit in Track)));1;(some ref0:(one Entry),ref1:(one Exit)|((ref0 in Track) && (ref1 in Track)));7
661;this/inv2;((all ref0:(one Signal)|(one ((Track <: signals) . ref0))) && (one ((Track <: signals) . Signal)));1;(all ref0:(one Signal)|(one ((Track <: signals) . ref0)));7
662;this/inv3;((all ref0:(one Track)|((ref0 in Exit) => (no (ref0 . (Track <: succs))))) && (all ref1:(one Track)|((ref1 in Exit) => (ref1 !in Junction))) && (all ref2:(one Track)|((ref2 in Exit) => (ref2 !in Entry))));1;((all ref0:(one Track)|((ref0 in Exit) => (no (ref0 . (Track <: succs))))) && (all ref1:(one Track)|((no (ref1 . (Track <: succs))) => (ref1 in Exit))));19
663;this/inv3;(all ref0:(one (Track - Exit))|(ref0 !in (Exit . (Track <: succs))));1;((all ref0:(one (Track - Exit))|(some (ref0 . (Track <: succs)))) && (no (Exit . (Track <: succs))));8
664;this/inv2;(lone ((Track <: signals) . Signal));1;((Track <: signals) in (Track one-> Signal));5
665;this/inv5;(all ref0:(one Junction)|((# (ref0 . (Track <: succs))) > 1));1;(all ref0:(one Track)|(((# (ref0 . (~ (Track <: succs)))) > 1) <=> (ref0 in Junction)));7
666;this/inv3;(some ref0:(one Exit),ref1:(one Track)|((ref0 in ref1) => (no (ref1 . (Track <: succs)))));1;((all ref0:(one (Track - Exit))|(some (ref0 . (Track <: succs)))) && (no (Exit . (Track <: succs))));12
667;this/inv9;(all ref0:(one Track)|((no ((ref0 . (Track <: signals)) & Speed)) <=> (no ((ref0 . (^ (Track <: succs))) & Junction))));1;(all ref0:(one Track)|((no ((ref0 . (Track <: succs)) & Junction)) => (no ((ref0 . (Track <: signals)) & Semaphore))));13
668;this/inv10;(all ref0:(one Track)|(((ref0 . (Track <: succs)) in Junction) => (! (lone (ref0 . (Track <: signals))))));1;(all ref0:(one Track)|((ref0 in ((Track <: succs) . Junction)) => (some ((ref0 . (Track <: signals)) & Semaphore))));9
669;this/inv9;(all ref0:(one Track)|(ref0 in (((Track <: succs) . Junction) - ((Track <: signals) . Semaphore))));1;(all ref0:(one Track)|((ref0 !in ((Track <: succs) . Junction)) => (ref0 !in ((Track <: signals) . Semaphore))));8
670;this/inv3;((all ref2:(one Track)|(ref2 != (ref2 . (Track <: succs)))) && (some ref0:(one Exit),ref1:(one Track)|((ref0 in ref1) => (no (ref1 . (Track <: succs))))));1;((all ref0:(one Track)|((no (ref0 . (Track <: succs))) => (ref0 in Exit))) && (all ref1:(one Exit)|(no (ref1 . (Track <: succs)))));14
671;this/inv3;((all ref0:(one Track)|((ref0 in Exit) => (no (ref0 . (Track <: succs))))) && (no ((Entry & Junction) & Exit)));1;((all ref0:(one Track)|((no (ref0 . (Track <: succs))) => (ref0 in Exit))) && (no (Exit . (Track <: succs))));14
