;predicate;formula;frequency;closest_solution;solution_distance
149;this/inv5;(((Person <: Teaches) . Teacher) in Class);2;(some ref0:(one Class)|(ref0 in (Teacher . (Person <: Teaches))));5
150;this/inv10;(all ref0:(one Class),ref1:(one Student)|((ref1 -> Group) in (ref0 . (Class <: Groups))));2;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Group)|((ref1 -> ref2) in (ref0 . (Class <: Groups)))));7
151;this/inv12;(all ref0:(one Teacher)|(some ((Class . (Class <: Groups)) -> ref0)));2;(all ref0:(one Teacher)|(some ref1:(one (ref0 . (Person <: Teaches)))|(some (ref1 . (Class <: Groups)))));7
152;this/inv12;(all ref0:(one Teacher)|((# ((Class . (Class <: Groups)) -> ref0)) > 0));2;(all ref0:(one Teacher)|(some ref1:(one (ref0 . (Person <: Teaches)))|(some (ref1 . (Class <: Groups)))));11
153;this/inv4;(all ref0:(one Person)|((no (ref0 . (Person <: Teaches))) && (no (ref0 . (Person <: Tutors))) && (ref0 !in (Student + Teacher))));2;(no ref0:(one Person)|((ref0 !in Student) && (ref0 !in Teacher)));13
154;this/inv11;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (Teacher -> ref0))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (Teacher <: ((Person <: Teaches) . ref0)))));6
155;this/inv9;(all ref0:(one Class)|(Teacher in ((Person <: Teaches) . ref0)));2;(all ref0:(one Class)|(lone (Teacher :> ((Person <: Teaches) . ref0))));5
156;this/inv10;(all ref0:(one Class)|(one ref1:(one Group),ref2:(one Student)|((ref2 -> ref1) in (ref0 . (Class <: Groups)))));2;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Group)|((ref1 -> ref2) in (ref0 . (Class <: Groups)))));8
157;this/inv14;(all ref0:(one Class)|(some ((ref0 . (Class <: Groups)) . Group)));2;(all ref0:(one Class)|(((((Person <: Teaches) . ref0) & Teacher) -> (((ref0 . (Class <: Groups)) . Group) & Student)) in (Person <: Tutors)));13
158;this/inv10;(all ref0:(one Class),ref1:(one Group),ref2:(one Person)|((ref2 in Student) => ((ref2 -> ref1) in (ref0 . (Class <: Groups)))));2;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Group)|((ref1 -> ref2) in (ref0 . (Class <: Groups)))));12
159;this/inv9;(((Teacher <: (Person <: Teaches)) . (~ ((Person <: Teaches) :> Teacher))) in iden);2;(((Teacher <: (Person <: Teaches)) . ((~ (Person <: Teaches)) :> Teacher)) in iden);2
160;this/inv6;(((Person <: Teaches) . Class) in Teacher);2;(Teacher in ((Person <: Teaches) . Class));2
161;this/inv14;(all ref0:(one Class),ref1:(one (((Person <: Teaches) . ref0) & Teacher)),ref2:(one ((ref0 . (Class <: Groups)) . Group))|((ref2 -> ref1) in (Person <: Tutors)));2;(all ref0:(one Class)|(((((Person <: Teaches) . ref0) & Teacher) -> (((ref0 . (Class <: Groups)) . Group) & Student)) in (Person <: Tutors)));18
162;this/inv11;(((Person <: Teaches) . (((Class <: Groups) . Group) . Person)) in Teacher);2;((((Class <: Groups) . Group) . Person) in (Teacher . (Person <: Teaches)));4
163;this/inv11;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (some ((Person <: Teaches) . ref0))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (Teacher <: ((Person <: Teaches) . ref0)))));7
164;this/inv11;(all ref0:(one Class)|(some (Teacher . (Person <: Teaches))));2;(no ((Class - (Teacher . (Person <: Teaches))) . (Class <: Groups)));7
165;this/inv9;(all ref0:(one Class)|(lone ((Teacher . (Person <: Teaches)) -> ref0)));2;(all ref0:(one Class)|(lone (Teacher :> ((Person <: Teaches) . ref0))));6
166;this/inv10;(all ref0:(one Class)|(some ref1:(one Student)|(one ref2:(one Group)|((ref1 -> ref2) in (ref0 . (Class <: Groups))))));2;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Group)|((ref1 -> ref2) in (ref0 . (Class <: Groups)))));6
167;this/inv11;(all ref0:(one Class)|(some ((ref0 . (Class <: Groups)) . Teacher)));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (ref0 in (Teacher . (Person <: Teaches)))));10
168;this/inv10;(all ref0:(one Class),ref1:(one Student)|(((Class <: Groups) . ref1) in (ref0 . (Class <: Groups))));2;(all ref0:(one Class),ref1:(one Student)|(ref1 in ((ref0 . (Class <: Groups)) . Group)));8
169;this/inv11;(all ref0:(one Teacher)|(some (Class . (Person <: Teaches))));2;(no ((Class - (Teacher . (Person <: Teaches))) . (Class <: Groups)));7
170;this/inv11;(all ref0:(one Class)|(ref0 in (Teacher . (Person <: Teaches))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (ref0 in (Teacher . (Person <: Teaches)))));7
171;this/inv11;(all ref0:(one Class)|((no ((~ (Person <: Teaches)) :> Teacher)) => (no (ref0 . (Class <: Groups)))));2;(all ref0:(one Class)|((no ((ref0 . (~ (Person <: Teaches))) :> Teacher)) => (no (ref0 . (Class <: Groups)))));4
172;this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some ((Person <: Teaches) . ref0)) && (some (ref0 . (ref1 . (Class <: Groups))))) => ((ref2 . (Person <: Tutors)) in Student)));2;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some (((Person <: Teaches) . ref0) & ref2)) && (some (ref1 . (ref0 . (Class <: Groups))))) => (some ((ref2 <: (Person <: Tutors)) . ref1))));17
173;this/inv10;(all ref0:(one Class),ref1:(one Student)|(some (ref1 . (Class <: Groups))));2;(all ref0:(one Class),ref1:(one Student)|(some (ref1 . (ref0 . (Class <: Groups)))));6
174;this/inv10;(all ref0:(one Class)|(some (Student . (ref0 . (Class <: Groups)))));2;(all ref0:(one Class),ref1:(one Student)|(some (ref1 . (ref0 . (Class <: Groups)))));5
175;this/inv6;(Person = (Teacher . (Teacher <: (Person <: Teaches))));2;(all ref0:(one Teacher)|(some (ref0 . (Person <: Teaches))));8
176;this/inv10;(all ref0:(one Class),ref1:(one Group)|((Student -> ref1) in (ref0 . (Class <: Groups))));2;((Class -> Student) in ((Class <: Groups) . Group));6
177;this/inv10;(all ref0:(one Class),ref1:(one Student)|((ref1 . (Class <: Groups)) in (ref0 . (Class <: Groups))));2;(all ref0:(one Class),ref1:(one Student)|(ref1 in ((ref0 . (Class <: Groups)) . Group)));8
178;this/inv10;(all ref0:(one Class)|(((ref0 . (Class <: Groups)) . Group) in Student));2;(all ref0:(one Class)|(Student in ((ref0 . (Class <: Groups)) . Group)));4
179;this/inv6;(((Person <: Teaches) . Teacher) = Class);2;(all ref0:(one Teacher)|(some (ref0 . (Person <: Teaches))));6
180;this/inv11;(all ref0:(one Class)|((some ((Person <: Teaches) . ref0)) => (some (ref0 . (Class <: Groups)))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (Teacher <: ((Person <: Teaches) . ref0)))));8
181;this/inv11;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (ref0 . (~ (Person <: Teaches))))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ((ref0 . (~ (Person <: Teaches))) & Teacher))));4
182;this/inv6;(Class = (Teacher . (Person <: Teaches)));2;(all ref0:(one Teacher)|(some (ref0 . (Person <: Teaches))));6
183;this/inv11;(all ref0:(one Class)|((lone (ref0 . (Class <: Groups))) => (some ((Person <: Teaches) . ref0))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (Teacher <: ((Person <: Teaches) . ref0)))));6
184;this/inv11;(all ref0:(one Class)|((lone (ref0 . (Class <: Groups))) => (some (((Person <: Teaches) . ref0) & Teacher))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (((Person <: Teaches) . ref0) & Teacher))));4
185;this/inv11;(all ref0:(one Class)|(some ref1:(one Teacher)|((some ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) in (Class <: Groups))) <=> ((ref1 -> ref0) in (Person <: Teaches)))));2;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));14
186;this/inv14;(all ref0:(one Class),ref1:(one Person)|(some ref2:(one Group)|(((ref0 -> (ref1 -> ref2)) in (Class <: Groups)) => (some ref3:(one Teacher)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors)))))));2;(all ref0:(one Class),ref1:(one Student)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Teacher)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors))))));8
187;this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some ((Person <: Teaches) . ref0)) && (some (ref1 . (ref0 . (Class <: Groups))))) => (((Person <: Tutors) . ref1) in (((Person <: Teaches) . ref0) & Teacher))));2;(all ref0:(one Class),ref1:(one Student)|((some (ref1 . (ref0 . (Class <: Groups)))) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));16
188;this/inv11;(all ref0:(one Class)|((no ((Person <: Teaches) . ref0)) => ((ref0 -> (Person -> Group)) !in (Class <: Groups))));2;(all ref0:(one Class)|((no ((Teacher <: (Person <: Teaches)) . ref0)) => (no (ref0 . (Class <: Groups)))));11
189;this/inv12;(all ref0:(one Class),ref1:(one Teacher)|(some (ref1 . (ref0 . (Class <: Groups)))));2;(all ref0:(one Teacher)|(some ref1:(one (ref0 . (Person <: Teaches)))|(some (ref1 . (Class <: Groups)))));6
190;this/inv6;((Class . (Person <: Teaches)) = Teacher);2;((((Person <: Teaches) . Class) & Teacher) = Teacher);4
191;this/inv11;(all ref0:(one Class)|((no (((Person <: Teaches) . ref0) & Teacher)) => (no ((Class <: Groups) & (ref0 -> (Student -> Group))))));2;(all ref0:(one Class)|((no ((Teacher <: (Person <: Teaches)) . ref0)) => (no (ref0 . (Class <: Groups)))));14
192;this/inv14;(all ref0:(one Class),ref1:(one Student)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Tutors) . ref1) in (((Person <: Teaches) . ref0) & Teacher))));2;(all ref0:(one Class),ref1:(one Student)|((some (ref1 . (ref0 . (Class <: Groups)))) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));10
193;this/inv12;(all ref0:(one Class),ref1:(one Teacher)|(some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))));2;(all ref0:(one Teacher)|(some ref1:(one (ref0 . (Person <: Teaches)))|(some (ref1 . (Class <: Groups)))));12
194;this/inv14;(all ref0:(one Class),ref1:(one Student)|(((some (((Person <: Teaches) . ref0) & Teacher)) && (some (ref1 . (ref0 . (Class <: Groups))))) => (((Person <: Tutors) . ref1) in (((Person <: Teaches) . ref0) & Teacher))));2;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some (((Person <: Teaches) . ref0) & ref2)) && (some (ref1 . (ref0 . (Class <: Groups))))) => (some ((ref2 <: (Person <: Tutors)) . ref1))));16
195;this/inv12;(some ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) && (some (((Person <: Teaches) . ref0) & Teacher))));2;(all ref0:(one Teacher)|(some ref1:(one Class)|(((ref0 -> ref1) in (Person <: Teaches)) && (some (ref1 . (Class <: Groups))))));15
196;this/inv12;(some ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) && (some (((Person <: Teaches) . ref0) & Person))));2;(all ref0:(one Teacher)|(some ref1:(one Class)|(((ref0 -> ref1) in (Person <: Teaches)) && (some (ref1 . (Class <: Groups))))));15
197;this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Person)|((((ref0 -> (ref3 -> ref1)) in (Class <: Groups)) && ((ref2 -> ref0) in (Person <: Teaches))) => ((ref2 -> ref3) in (Person <: Tutors))));2;(all ref0:(one Class),ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Teaches))) => ((ref3 -> ref2) in (Person <: Tutors))));14
198;this/inv11;(all ref0:(one Class)|((no ((Teacher <: (Person <: Teaches)) . ref0)) => (no ((Class <: Groups) & (ref0 -> (Student -> Group))))));2;(all ref0:(one Class)|((no ((Teacher <: (Person <: Teaches)) . ref0)) => (no (ref0 . (Class <: Groups)))));10
199;this/inv14;(all ref0:(one Class),ref1:(one Student)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Tutors) . ref1) in ((Person <: Teaches) . ref0))));2;(all ref0:(one Class),ref1:(one Student)|((some (ref1 . (ref0 . (Class <: Groups)))) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));12
200;this/inv3;(all ref0:(one Person)|((ref0 in Student) && (ref0 in Teacher)));2;(no ref0:(one Person)|((ref0 in Student) && (ref0 in Teacher)));2
201;this/inv12;(some ref0:(one Class)|(all ref1:(one Teacher)|(((ref1 -> ref0) in (Person <: Teaches)) && (some (ref0 . (Class <: Groups))))));2;(all ref0:(one Teacher)|(some ref1:(one Class)|(((ref0 -> ref1) in (Person <: Teaches)) && (some (ref1 . (Class <: Groups))))));8
202;this/inv10;(some (((Class . (Class <: Groups)) . Group) & Student));2;(all ref0:(one Class)|((((ref0 . (Class <: Groups)) . Group) & Student) = Student));6
203;this/inv11;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) <=> (some (ref0 . (~ (Person <: Teaches))))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ((ref0 . (~ (Person <: Teaches))) & Teacher))));6
204;this/inv10;(all ref0:(one Class)|(some ((ref0 . (Class <: Groups)) . Student)));2;(all ref0:(one Class),ref1:(one Student)|(some (ref1 . (ref0 . (Class <: Groups)))));5
205;this/inv10;(all ref0:(one Class)|((ref0 . (Class <: Groups)) in (Student -> Group)));2;(all ref0:(one Class)|(Student in ((ref0 . (Class <: Groups)) . Group)));6
206;this/inv10;(Student in ((Group . (~ (Class . (Class <: Groups)))) :> Student));2;(all ref0:(one Class)|(Student in ((ref0 . (Class <: Groups)) . Group)));8
207;this/inv10;(all ref0:(one Class)|(some ((ref0 . (Class <: Groups)) & (Student -> Group))));2;(all ref0:(one Class),ref1:(one Student)|(some ((ref0 . (Class <: Groups)) & (ref1 -> Group))));5
208;this/inv12;(all ref0:(one Teacher)|(some ((Class <: Groups) . ref0)));2;(all ref0:(one Teacher)|(some ref1:(one (ref0 . (Person <: Teaches)))|(some (ref1 . (Class <: Groups)))));5
209;this/inv11;(all ref0:(one Class)|((some ((Class <: Groups) . ref0)) => (some ((Person <: Teaches) . ref0))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (Teacher <: ((Person <: Teaches) . ref0)))));6
210;this/inv10;(iden in (((~ (Class . (Class <: Groups))) :> Student) . (Student <: (Class . (Class <: Groups)))));2;((Class -> Student) in ((Class <: Groups) . Group));11
211;this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one ((Person <: Teaches) . ref0))|(some ref3:(one Group)|(((ref0 -> (ref1 -> ref3)) in (Class <: Groups)) => (ref1 in (ref2 . (Person <: Tutors))))));2;(all ref0:(one Class),ref1:(one Student)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Teacher)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors))))));20
212;this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one ((Person <: Teaches) . ref0))|(some ref3:(one Group)|(((ref0 -> (ref1 -> ref3)) in (Class <: Groups)) && (ref1 in (ref2 . (Person <: Tutors))))));2;(all ref0:(one Class),ref1:(one Student)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Teacher)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors))))));22
213;this/inv10;((Group . (~ (Student <: (Class . (Class <: Groups))))) in Student);2;((Class -> Student) in ((Class <: Groups) . Group));9
214;this/inv14;(all ref0:(one Class),ref1:(one Person)|((some (ref1 <: (ref0 . (Class <: Groups)))) => (no ((((Person <: Teaches) . ref0) & Teacher) - ((Person <: Tutors) . ref1)))));2;(all ref0:(one Class),ref1:(one Student)|((some (ref1 <: (ref0 . (Class <: Groups)))) => (no ((((Person <: Teaches) . ref0) & Teacher) - ((Person <: Tutors) . ref1)))));4
215;this/inv11;(all ref0:(one Class)|(some ref1:(one Teacher)|(((ref1 -> ref0) in (Person <: Teaches)) => (no (ref0 . (Class <: Groups))))));2;(all ref0:(one Class)|((no ((ref0 . (~ (Person <: Teaches))) :> Teacher)) => (no (ref0 . (Class <: Groups)))));11
216;this/inv6;(all ref0:(one Teacher)|(some ref1:(one Class)|(some (ref0 . (ref1 . (Class <: Groups))))));2;(all ref0:(one Teacher)|(some (ref0 . (Person <: Teaches))));7
217;this/inv12;(Teacher in ((Class . (Class <: Groups)) . Group));2;(Teacher in ((((Person <: Teaches) . (Class <: Groups)) . Group) . Person));4
218;this/inv10;(all ref0:(one Class)|(((ref0 . (Class <: Groups)) . Group) in (Person . (ref0 . (Class <: Groups)))));2;(all ref0:(one Class)|(Student in ((ref0 . (Class <: Groups)) . Group)));8
219;this/inv3;(no (Person & Teacher));2;(no (Person & (Student & Teacher)));2
220;this/inv11;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ((ref0 . (~ (Person <: Teaches))) + Teacher))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ((ref0 . (~ (Person <: Teaches))) & Teacher))));4
221;this/inv4;(no (Person & (Student + Teacher)));2;(no (Person - (Student + Teacher)));2
222;this/inv3;(none = (Person & Teacher));2;(none = (Student & Teacher));2
223;this/inv12;(((((Person <: Teaches) . (Class <: Groups)) . Group) . Person) in Teacher);2;(Teacher in ((((Person <: Teaches) . (Class <: Groups)) . Group) . Person));2
224;this/inv12;(all ref0:(one Teacher)|(ref0 in ((Class . (Class <: Groups)) . Group)));2;(Teacher in ((((Person <: Teaches) . (Class <: Groups)) . Group) . Person));7
225;this/inv11;(all ref0:(one Class)|((some (Student . (ref0 . (Class <: Groups)))) => (some ((Person <: Teaches) . ref0))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (Teacher <: ((Person <: Teaches) . ref0)))));6
226;this/inv3;(Person in (Student & Teacher));2;(no (Person & (Student & Teacher)));3
227;this/inv11;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ((ref0 . (Person <: Teaches)) & Teacher))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ((ref0 . (~ (Person <: Teaches))) & Teacher))));3
228;this/inv11;(all ref0:(one Class)|(some ((Person . (ref0 . (Class <: Groups))) -> ((Person <: Teaches) . ref0))));2;(all ref0:(one Class)|((no (Person . (ref0 . (Class <: Groups)))) || (some (((Person <: Teaches) . ref0) & Teacher))));9
229;this/inv11;(all ref0:(one Class),ref1:(one Teacher)|(some ref2:(one Group),ref3:(one Student)|(((ref0 -> (ref3 -> ref2)) in (Class <: Groups)) && ((ref1 -> ref0) in (Person <: Teaches)))));2;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));14
230;this/inv4;(all ref0:(one Person)|(lone Student));2;((Person - Student) in Teacher);6
231;this/inv11;(all ref0:(one Class)|(some ((ref0 . (Class <: Groups)) -> ((Person <: Teaches) . ref0))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (Teacher <: ((Person <: Teaches) . ref0)))));9
232;this/inv11;(! (some ref0:(one Class),ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) !in (Person <: Teaches)))));2;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));13
233;this/inv11;(all ref0:(one Class)|((Teacher in ((ref0 . (Class <: Groups)) . Group)) => (some Group)));2;((((Class <: Groups) . Group) . Person) in (Teacher . (Person <: Teaches)));12
234;this/inv10;(all ref0:(one Class)|(Group = (Group & (Student . (ref0 . (Class <: Groups))))));2;(all ref0:(one Class)|((((ref0 . (Class <: Groups)) . Group) & Student) = Student));8
235;this/inv4;(some ((Student - (Teacher & Teacher)) - Student));2;((Person - Teacher) in Student);7
236;this/inv4;(no ((Student - (Teacher & Teacher)) - Student));2;(no ((Person - Student) - Teacher));6
237;this/inv10;(all ref0:(one Class),ref1:(one Student)|(one (ref0 . (ref1 . (Class <: Groups)))));2;(all ref0:(one Class),ref1:(one Student)|(some (ref1 . (ref0 . (Class <: Groups)))));10
238;this/inv4;((no Student) || (no Teacher));2;((Person - Student) in Teacher);6
239;this/inv4;(no (((Student - Teacher) + Teacher) - Student));2;(no ((Person - Student) - Teacher));4
240;this/inv11;(all ref0:(one Class)|((some ((Person <: Teaches) . ref0)) => ((ref0 -> (Person -> Group)) in (Class <: Groups))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));11
241;this/inv11;((some (Person . (Class . (Class <: Groups)))) => (one ((Class . (~ (Person <: Teaches))) & Teacher)));2;(all ref0:(one Class)|((some (Person . (ref0 . (Class <: Groups)))) => (some (((Person <: Teaches) . ref0) & Teacher))));8
242;this/inv4;(no ((Student - Teacher) + (Teacher - Student)));2;(no ((Person - Student) - Teacher));6
243;this/inv11;(all ref0:(one Class)|(((# ((ref0 . (Class <: Groups)) . Teacher)) > 0) => (some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups)))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|(ref0 in (ref1 . (Person <: Teaches))))));17
244;this/inv6;(some ref0:(one Class)|(ref0 in (Teacher . (Person <: Teaches))));2;(Teacher in ((Person <: Teaches) . Class));5
245;this/inv10;(((~ ((Class <: Groups) . Group)) . ((Class <: Groups) . Group)) in iden);2;(all ref0:(one Class)|(Student in ((ref0 . (Class <: Groups)) . Group)));8
246;this/inv12;(all ref0:(one Class),ref1:(one Teacher)|((some (ref1 . (Person <: Teaches))) => (some ((ref0 . (Class <: Groups)) . Group))));2;(all ref0:(one Teacher)|(some ((ref0 <: (Person <: Teaches)) . (Class <: Groups))));12
247;this/inv6;(all ref0:(one Teacher)|(no ((ref0 . (Person <: Teaches)) - Class)));2;(all ref0:(one Teacher)|(! (no (ref0 . (Person <: Teaches)))));5
248;this/inv10;((Class -> Student) = (Group . (Class <: Groups)));1;((Class -> Student) in ((Class <: Groups) . Group));4
249;this/inv5;(all ref0:(one Teacher)|(some ref1:(one Class)|(some (ref1 -> ref0))));1;(some ref0:(one Class),ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)));7
250;this/inv10;(((Class <: Groups) . Group) = (Student -> Class));1;(all ref0:(one Class)|((((ref0 . (Class <: Groups)) . Group) & Student) = Student));7
251;this/inv3;(Person !in (Student & Teacher));1;(no (Person & (Student & Teacher)));3
252;this/inv14;(all ref0:(one Student)|(some (ref0 . (Class <: Groups))));1;(all ref0:(one Class)|(((((Person <: Teaches) . ref0) & Teacher) -> (((ref0 . (Class <: Groups)) . Group) & Student)) in (Person <: Tutors)));15
253;this/inv11;(all ref0:(one Class)|((ref0 . (Class <: Groups)) in ((Teacher . (Person <: Teaches)) . (Class <: Groups))));1;((((Class <: Groups) . Group) . Person) in (Teacher . (Person <: Teaches)));7
254;this/inv5;(all ref0:(one Teacher)|(some (Class -> ref0)));1;(some ref0:(one Teacher)|(some (ref0 . (Person <: Teaches))));6
255;this/inv14;(all ref0:(one Student)|((some (ref0 . (Class <: Groups))) => (some (Class . (Teacher <: (Person <: Teaches))))));1;(all ref0:(one Class),ref1:(one Student)|((some (ref1 . (ref0 . (Class <: Groups)))) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));16
256;this/inv5;(some ((Class . (Class <: Groups)) . Teacher));1;(some (((Person <: Teaches) . Class) & Teacher));4
257;this/inv11;(all ref0:(one Class)|(((Person <: Teaches) . ref0) in ((Class . (Class <: Groups)) . Group)));1;((((Class <: Groups) . Group) . Person) in (Teacher . (Person <: Teaches)));11
258;this/inv14;(all ref0:(one Student)|(((some (ref0 . (Class . (Class <: Groups)))) && (some (Teacher . (Person <: Teaches)))) => (some ((Teacher <: (Person <: Tutors)) . ref0))));1;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some (ref1 . (ref0 . (Class <: Groups)))) && (some ((ref2 <: (Person <: Teaches)) . ref0))) => (some ((ref2 <: (Person <: Tutors)) . ref1))));16
259;this/inv4;(lone (Student + Teacher));1;(Person = (Student + Teacher));3
260;this/inv14;(all ref0:(one Student)|((some (ref0 . (Class . (Class <: Groups)))) => (some ((Teacher <: (Person <: Tutors)) . ref0))));1;(all ref0:(one Class),ref1:(one Student)|((some (ref1 . (ref0 . (Class <: Groups)))) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));18
261;this/inv11;(all ref0:(one Class)|((((Person <: Teaches) . ref0) & Teacher) in ((Class . (Class <: Groups)) . Group)));1;((((Class <: Groups) . Group) . Person) in (Teacher . (Person <: Teaches)));13
262;this/inv5;(some (Class -> Teacher));1;(some (Class & (Teacher . (Person <: Teaches))));4
263;this/inv9;(((~ (Teacher <: (Person <: Teaches))) . (Teacher <: (Person <: Teaches))) in iden);1;(((Teacher <: (Person <: Teaches)) . (~ (Teacher <: (Person <: Teaches)))) in iden);2
264;this/inv10;(((Class <: Groups) . Group) = ((Class -> Student) - (Class -> Teacher)));1;(all ref0:(one Class)|((((ref0 . (Class <: Groups)) . Group) & Student) = Student));11
265;this/inv11;(all ref0:(one Class)|(((Person <: Teaches) . ref0) in (((Class . (Class <: Groups)) . Group) & Teacher)));1;((((Class <: Groups) . Group) . Person) in (Teacher . (Person <: Teaches)));11
266;this/inv14;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|(some (ref1 . (ref0 . (Class <: Groups)))));1;(all ref0:(one Class),ref1:(one Student)|((some (ref1 . (ref0 . (Class <: Groups)))) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));15
267;this/inv4;(one (Student + Teacher));1;(Person = (Student + Teacher));3
268;this/inv5;(all ref0:(one Teacher)|(some (Person <: Teaches)));1;(some (Teacher <: (Person <: Teaches)));3
269;this/inv4;(all ref0:(one Person)|((ref0 !in Teacher) => (ref0 !in Student)));1;(no ref0:(one Person)|((ref0 !in Student) && (ref0 !in Teacher)));8
270;this/inv10;(((Class <: Groups) . Group) = ((Class -> Student) & (Class -> Teacher)));1;(all ref0:(one Class)|((((ref0 . (Class <: Groups)) . Group) & Student) = Student));11
271;this/inv4;(some (Person & (Student + Teacher)));1;(Person = (Student + Teacher));3
272;this/inv5;(all ref0:(one Student),ref1:(one Teacher)|(some (ref1 . (Person <: Teaches))));1;(some (Teacher . (Person <: Teaches)));4
